crop,year,market_price_per_quintal,msp_price_per_quintal
Maize,2022,4232.08,4158.67
Cotton,2011,5056.08,5035.94
Pulses,2012,1289.62,3401.08
Wheat,2017,2799.41,1097.67
Oilseeds,2024,5305.9,2835.47
Cotton,2018,4718.18,1551.47
Rice,2013,1067.33,2744.5
Cotton,2011,2918.43,3080.13
Oilseeds,2018,2898.9,1302.38
Cotton,2021,4211.28,3634.79
Wheat,2019,1275.86,1143.77
Pulses,2024,2688.92,4310.52
Pulses,2011,5509.97,3985.52
Pulses,2018,1215.9,2464.34
Maize,2022,1447.88,1244.44
Oilseeds,2010,3906.5,4616.81
Oilseeds,2020,2697.71,4164.69
Wheat,2012,878.96,2528.45
Pulses,2013,2077.97,2265.88
Cotton,2021,3718.64,2800.88
Sugarcane,2017,5116.35,5348.68
Oilseeds,2023,4167.74,2577.48
Oilseeds,2023,828.39,1858.24
Wheat,2021,1911.53,4428.35
Oilseeds,2015,1549.33,4144.53
Cotton,2022,3180.16,1619.93
Cotton,2011,2404.46,4664.94
Maize,2010,3693.02,3612.99
Sugarcane,2015,1821.91,2279.89
Cotton,2019,4435.38,2501.71
Cotton,2013,2969.59,4598.9
Wheat,2019,2655.06,2395.86
Maize,2019,4368.63,4074.1
Cotton,2020,4422.62,969.97
Sugarcane,2018,1318.69,2185.25
Rice,2019,5384.38,2067.5
Cotton,2017,4279.77,4920.74
Cotton,2019,2548.64,5295.41
Cotton,2017,3372.72,4943.38
Oilseeds,2022,1764.44,1974.71
Rice,2023,1613.05,2308.58
Wheat,2020,5471.3,4605.0
Maize,2021,3774.15,975.11
Rice,2014,4261.84,5373.99
Rice,2024,5106.57,4807.58
Maize,2020,4965.47,1202.85
Wheat,2017,1387.97,2717.08
Sugarcane,2010,4827.89,4038.08
Oilseeds,2022,2562.27,1265.43
Pulses,2017,3147.91,4007.32
Rice,2016,912.71,3997.52
Pulses,2014,3282.28,3448.49
Rice,2014,2350.46,2709.48
Sugarcane,2010,3300.75,1415.67
Wheat,2015,5347.29,1744.03
Wheat,2011,4708.94,4648.8
Wheat,2013,2999.62,5023.49
Pulses,2016,2333.0,3709.88
Maize,2016,2148.05,2022.23
Maize,2019,4052.64,3343.55
Pulses,2024,2658.99,1857.5
Cotton,2013,3309.23,2477.98
Pulses,2017,2286.73,3785.98
Wheat,2012,3577.93,2501.89
Cotton,2022,937.63,5304.28
Wheat,2018,2851.62,5344.99
Cotton,2022,5052.43,1705.84
Oilseeds,2024,1864.0,2920.26
Pulses,2021,2991.25,3878.41
Wheat,2024,3184.8,4459.7
Cotton,2016,5844.99,3438.53
Oilseeds,2016,5126.72,2140.26
Rice,2022,3489.29,5359.26
Maize,2014,1850.32,4022.41
Sugarcane,2018,3694.82,1856.17
Rice,2024,3900.33,4210.04
Sugarcane,2022,3247.82,4039.44
Pulses,2018,2326.59,1410.88
Rice,2014,5008.62,2626.6
Rice,2011,2563.44,5439.03
Wheat,2012,2879.13,3761.02
Pulses,2023,2543.0,5085.48
Maize,2014,5518.46,3053.96
Sugarcane,2017,4082.59,2915.31
Pulses,2020,1129.58,2314.57
Maize,2018,2021.09,3236.31
Maize,2022,4459.09,1480.74
Cotton,2015,3350.66,3689.3
Pulses,2021,3533.06,4713.86
Rice,2017,1743.05,4157.7
Cotton,2013,5179.95,2704.47
Maize,2013,4689.54,3386.51
Oilseeds,2023,3421.09,4387.82
Maize,2012,2622.28,1729.55
Maize,2019,3866.82,1936.25
Sugarcane,2015,1404.29,5404.3
Sugarcane,2011,3201.53,1004.73
Oilseeds,2016,1290.58,1060.09
Maize,2022,5612.71,4025.35
Pulses,2016,2155.6,2984.14
Rice,2011,2778.84,1701.33
Oilseeds,2023,3832.04,966.67
Rice,2014,2012.54,4616.12
Wheat,2014,2367.91,5390.29
Sugarcane,2015,5484.29,4000.69
Sugarcane,2010,5129.71,4678.3
Rice,2015,1824.08,1934.95
Pulses,2012,2917.4,5302.42
Sugarcane,2022,3227.45,3222.36
Maize,2024,4283.24,1885.83
Maize,2013,4688.2,3458.96
Wheat,2010,5616.99,1834.95
Oilseeds,2018,3594.26,5181.12
Pulses,2010,4629.93,3044.93
Sugarcane,2019,5281.78,2027.73
Pulses,2019,5243.92,3635.77
Oilseeds,2022,5405.48,2141.39
Pulses,2020,2474.34,5080.74
Pulses,2015,4215.47,2710.21
Maize,2024,4372.56,1571.86
Pulses,2020,1999.95,4977.83
Maize,2022,5625.03,2557.32
Sugarcane,2022,4457.41,3864.02
Rice,2014,1624.08,4833.08
Oilseeds,2017,1331.48,3215.27
Cotton,2012,4476.9,5164.83
Wheat,2024,3629.05,4358.09
Cotton,2011,4805.73,2636.6
Cotton,2021,2454.18,1471.05
Cotton,2010,2245.62,4782.4
Oilseeds,2013,1972.27,3946.77
Pulses,2013,1128.36,4144.88
Maize,2022,1877.38,1685.71
Pulses,2020,4105.17,1071.79
Sugarcane,2013,2269.17,2004.01
Pulses,2020,2448.37,5419.04
Wheat,2024,1845.9,3064.35
Oilseeds,2022,3302.51,3963.35
Rice,2021,3549.53,1487.17
Wheat,2024,5869.19,3954.58
Cotton,2024,3348.57,4919.9
Oilseeds,2021,4449.57,3947.42
Wheat,2023,3467.07,2475.4
Sugarcane,2010,5474.46,2290.4
Maize,2014,2528.2,1338.83
Rice,2012,4386.56,5334.94
Rice,2022,2390.36,2191.46
Oilseeds,2017,5040.82,1021.33
Pulses,2014,2361.25,5403.69
Maize,2013,1755.33,4957.2
Wheat,2011,5624.4,4557.68
Sugarcane,2014,5466.95,2840.61
Pulses,2015,4213.47,3448.42
Sugarcane,2010,2054.28,4708.4
Maize,2021,2429.18,4264.58
Pulses,2024,4536.69,1166.52
Oilseeds,2012,1547.11,4152.43
Maize,2017,2648.07,3523.83
Oilseeds,2013,5963.33,1708.8
Wheat,2015,4187.98,3455.99
Wheat,2015,1267.85,3568.67
Sugarcane,2023,5199.04,1367.66
Sugarcane,2014,929.02,3392.04
Cotton,2013,5853.86,1263.19
Cotton,2016,5857.43,1258.88
Rice,2023,2510.26,4013.37
Sugarcane,2017,3664.09,4793.28
Oilseeds,2021,1270.62,2917.1
Cotton,2023,2474.79,2799.66
Rice,2019,4162.38,3018.95
Wheat,2011,3721.96,3569.01
Pulses,2016,962.0,5103.22
Cotton,2015,1972.37,2839.5
Pulses,2019,5861.62,4989.94
Sugarcane,2021,4821.78,1214.56
Oilseeds,2015,4650.62,1078.93
Wheat,2019,3099.61,2941.14
Pulses,2022,1586.08,3974.91
Sugarcane,2018,4868.43,4659.68
Wheat,2021,1595.69,1656.18
Wheat,2011,5458.83,3903.74
Pulses,2010,1095.1,4794.96
Sugarcane,2014,4593.44,3202.12
Cotton,2021,2642.11,1110.0
Pulses,2018,3766.45,4148.73
Wheat,2016,1353.4,5022.18
Oilseeds,2022,1099.8,2540.55
Rice,2018,5376.64,4104.63
Pulses,2016,5849.84,1118.73
Wheat,2023,4973.73,3455.8
Pulses,2013,3647.41,1871.05
Cotton,2010,3473.31,3758.46
Wheat,2018,5698.61,1794.21
Oilseeds,2010,1737.04,2058.52
Sugarcane,2013,5208.22,1882.89
Cotton,2017,5776.15,3509.95
Wheat,2015,3636.0,1078.08
Oilseeds,2018,1821.24,4319.84
Cotton,2017,3095.96,3538.21
Oilseeds,2017,3819.53,3472.83
Cotton,2023,2142.1,5137.4
Sugarcane,2018,5553.81,1966.1
Maize,2023,3695.44,4163.24
Sugarcane,2018,2042.57,4046.67
Oilseeds,2017,2461.8,3259.26
Sugarcane,2019,4160.25,952.61
Rice,2018,5416.97,2526.24
Cotton,2019,2619.84,1065.45
Cotton,2018,1042.02,1124.25
Sugarcane,2014,1575.65,3900.6
Wheat,2019,801.89,2120.85
Rice,2010,4766.7,1514.94
Wheat,2010,2090.14,3591.33
Sugarcane,2023,4764.79,4834.61
Pulses,2021,5569.7,2815.67
Oilseeds,2016,2048.36,3539.04
Sugarcane,2016,5010.68,3900.22
Oilseeds,2019,2829.74,1467.71
Cotton,2023,4123.49,4341.41
Maize,2011,4766.49,3597.65
Wheat,2022,3202.83,5432.27
Oilseeds,2013,1706.57,1267.98
Wheat,2013,847.14,5239.92
Sugarcane,2021,847.42,2483.15
Pulses,2024,3449.32,3055.26
Wheat,2010,5257.48,1749.42
Rice,2022,3379.8,5452.57
Pulses,2016,2153.94,2122.65
Pulses,2010,1524.58,1846.89
Sugarcane,2020,2512.32,957.99
Sugarcane,2014,5446.44,4224.58
Oilseeds,2023,3319.34,990.69
Wheat,2023,1444.35,1816.85
Sugarcane,2013,2037.57,1119.54
Oilseeds,2023,5979.38,3232.36
Cotton,2016,3585.22,3931.94
Rice,2010,1321.3,4202.15
Cotton,2019,2621.46,2639.21
Sugarcane,2019,1014.99,1553.01
Rice,2014,980.68,3391.5
Wheat,2021,5008.33,1000.16
Oilseeds,2011,988.93,2499.2
Pulses,2015,5048.66,5108.82
Pulses,2021,872.54,4586.26
Cotton,2016,4267.29,2647.26
Maize,2014,4991.13,3865.59
Pulses,2022,2174.3,2663.86
Maize,2017,2370.26,3886.8
Pulses,2024,5721.42,5035.41
Pulses,2021,2114.56,3890.78
Sugarcane,2019,1547.11,2765.85
Rice,2019,1833.48,1091.22
Oilseeds,2018,1510.34,2037.02
Oilseeds,2015,1131.16,2532.48
Rice,2022,4870.52,4103.38
Pulses,2010,1888.89,2214.89
Rice,2016,4625.24,4817.79
Oilseeds,2010,925.4,4897.83
Rice,2011,1891.22,3431.82
Oilseeds,2023,1773.27,4488.3
Pulses,2012,1398.78,3613.37
Cotton,2020,4688.88,3635.66
Wheat,2016,4489.71,3515.62
Oilseeds,2010,5098.37,3762.03
Sugarcane,2024,4155.17,2891.06
Rice,2015,3667.44,3730.6
Cotton,2013,5770.54,2351.98
Cotton,2022,3004.33,4187.9
Cotton,2013,4605.64,2881.51
Cotton,2012,1821.56,3610.44
Rice,2016,4941.59,4877.91
Wheat,2014,4528.22,1151.32
Pulses,2023,2452.49,5367.38
Maize,2017,5800.38,5025.25
Pulses,2022,5363.09,3259.47
Maize,2017,4865.33,4016.96
Wheat,2023,3429.69,3206.35
Oilseeds,2021,3709.43,4521.71
Maize,2023,5190.48,1572.33
Wheat,2010,3988.2,2366.28
Cotton,2014,3427.35,4093.62
Pulses,2024,2503.27,4396.91
Sugarcane,2013,3425.56,4653.56
Wheat,2015,856.68,2415.68
Oilseeds,2016,5344.1,3284.22
Maize,2014,4212.69,1993.03
Maize,2014,4553.36,3585.35
Cotton,2018,3295.62,4254.68
Wheat,2017,5834.68,941.72
Maize,2017,4496.98,926.39
Wheat,2014,5933.17,2829.54
Wheat,2010,5949.48,2810.78
Oilseeds,2019,3408.43,3467.07
Wheat,2017,5346.56,2728.87
Cotton,2011,3482.42,4063.16
Oilseeds,2022,1907.26,2337.67
Cotton,2023,968.67,1770.61
Rice,2021,2660.0,4466.06
Pulses,2021,4497.42,2068.09
Sugarcane,2012,1858.24,3892.38
Maize,2012,3866.23,1190.81
Pulses,2012,2941.94,4523.97
Wheat,2021,4852.23,1984.1
Sugarcane,2014,5323.98,2719.23
Pulses,2024,3545.25,3989.59
Cotton,2021,3896.64,1430.63
Pulses,2023,1242.37,1853.06
Maize,2022,4566.13,2701.42
Oilseeds,2023,1068.4,2302.37
Sugarcane,2017,3532.97,2387.86
Pulses,2010,1545.43,1013.26
Pulses,2021,2593.76,3372.54
Maize,2021,3508.8,1728.24
Maize,2017,4992.3,5410.21
Rice,2020,806.57,1528.89
Oilseeds,2024,1981.54,5251.05
Wheat,2015,4313.93,4417.41
Sugarcane,2021,1961.9,2302.87
Wheat,2024,1384.13,3579.07
Oilseeds,2019,3835.55,3421.31
Wheat,2020,1804.41,937.07
Maize,2010,1730.66,4450.75
Oilseeds,2017,3469.11,4874.18
Maize,2015,3631.21,5210.03
Oilseeds,2024,3527.44,1227.47
Sugarcane,2010,5160.99,3725.28
Cotton,2010,1155.18,4930.86
Maize,2013,1482.04,3033.84
Sugarcane,2019,2313.32,1405.23
Maize,2012,2970.01,1819.12
Rice,2012,1163.38,4442.74
Sugarcane,2020,1687.61,2287.0
Pulses,2016,4463.44,5073.01
Oilseeds,2019,3155.97,1093.91
Rice,2012,5667.25,3236.68
Maize,2021,2583.67,4899.34
Rice,2010,5801.26,5433.37
Pulses,2011,3806.59,2056.16
Pulses,2016,2096.62,4891.31
Oilseeds,2024,889.75,1432.33
Cotton,2023,5791.03,2210.25
Sugarcane,2014,4334.63,4338.19
Cotton,2023,4038.61,4528.33
Oilseeds,2019,2368.05,5127.96
Maize,2019,3389.8,1644.41
Wheat,2019,830.25,5419.18
Cotton,2017,3625.51,3577.86
Pulses,2015,2101.77,1541.06
Rice,2023,4071.38,3402.8
Sugarcane,2022,920.0,4925.34
Wheat,2016,5704.02,2314.9
Maize,2017,4873.99,2607.16
Rice,2024,5873.06,1349.91
Cotton,2024,1917.89,2116.52
Maize,2021,2256.88,3575.21
Rice,2017,2267.52,4096.84
Pulses,2011,1174.13,3949.36
Cotton,2019,4731.53,1800.61
Maize,2021,2314.16,1393.24
Rice,2020,3098.85,5326.7
Pulses,2015,3595.35,1734.36
Maize,2021,4149.32,4199.53
Sugarcane,2016,3464.43,1799.03
Sugarcane,2011,1349.17,1963.37
Wheat,2023,3709.76,1423.83
Pulses,2012,1079.58,5125.0
Sugarcane,2010,2076.15,5058.26
Sugarcane,2010,4831.17,1538.1
Pulses,2021,2641.47,4034.22
Pulses,2017,5070.48,3716.79
Maize,2018,2490.05,1931.38
Rice,2021,1135.17,2221.47
Sugarcane,2015,2632.86,3341.86
Sugarcane,2021,3807.34,2941.16
Maize,2024,3604.4,2547.66
Pulses,2016,5223.25,2835.46
Sugarcane,2020,4392.72,3662.77
Pulses,2012,3075.95,918.44
Maize,2020,4772.89,4227.04
Cotton,2011,1637.12,2106.38
Maize,2013,3442.22,5154.86
Maize,2013,1821.3,5093.28
Sugarcane,2017,4387.52,1232.68
Rice,2011,2475.61,2884.39
Wheat,2020,4918.65,2949.29
Oilseeds,2023,2058.94,3214.18
Cotton,2019,5516.36,1265.0
Pulses,2017,3819.54,3296.69
Oilseeds,2013,3751.41,3299.4
Rice,2011,5961.78,4613.41
Cotton,2012,1866.64,4796.83
Pulses,2024,2044.87,1337.66
Sugarcane,2021,5208.67,3303.48
Pulses,2018,4314.69,1979.48
Rice,2012,4216.48,2436.17
Wheat,2017,5245.14,3868.81
Sugarcane,2013,5660.54,1501.31
Oilseeds,2012,3857.83,4986.61
Maize,2022,2104.76,5177.81
Maize,2024,2194.62,2040.85
Sugarcane,2023,5356.2,2132.25
Sugarcane,2019,1566.87,1687.31
Pulses,2014,2973.84,2768.28
Maize,2015,1634.18,1306.35
Oilseeds,2018,4358.7,1378.54
Maize,2011,4259.98,2024.11
Wheat,2017,5473.21,2199.61
Cotton,2023,2831.54,5333.21
Maize,2023,1995.17,1025.51
Pulses,2016,2693.21,4181.37
Sugarcane,2017,4425.74,5497.39
Rice,2024,1300.8,3568.88
Wheat,2021,1234.4,3103.37
Maize,2011,5724.99,5115.7
Oilseeds,2015,1247.6,3274.45
Cotton,2016,5807.01,1875.05
Sugarcane,2023,4570.22,3128.83
Oilseeds,2012,3310.36,2262.13
Pulses,2021,1125.09,4967.84
Oilseeds,2021,3030.53,2733.39
Cotton,2017,5464.44,925.8
Pulses,2014,4101.75,5009.96
Wheat,2019,2524.65,1033.2
Pulses,2013,3331.24,3676.39
Pulses,2015,3963.11,1046.13
Wheat,2015,2048.56,4588.68
Wheat,2023,4701.54,3418.72
Maize,2018,4235.72,1672.29
Oilseeds,2023,4200.01,3015.77
Oilseeds,2023,4781.68,4884.57
Wheat,2016,4627.48,3152.98
Rice,2021,3525.64,2666.05
Rice,2017,5281.51,5409.5
Maize,2018,3365.01,3742.92
Cotton,2015,2534.79,2332.59
Maize,2022,2285.37,3385.84
Oilseeds,2011,1434.59,4313.1
Rice,2014,4648.09,4856.16
Rice,2024,971.45,4593.63
Oilseeds,2018,4996.97,1588.05
Wheat,2021,5233.05,3461.77
Maize,2010,4055.32,3348.49
Wheat,2023,2106.81,1336.48
Pulses,2015,1844.53,2029.63
Wheat,2018,1181.27,1018.72
Cotton,2012,5486.03,3748.17
Sugarcane,2015,3391.86,2331.28
Wheat,2022,2783.29,2235.95
Wheat,2017,5957.96,1032.42
Rice,2017,1215.33,3878.12
Rice,2012,4875.16,2604.47
Cotton,2021,5290.82,5117.99
Oilseeds,2011,4946.92,4779.85
Pulses,2010,5321.04,1630.12
Maize,2022,2392.31,3702.69
Sugarcane,2024,5753.01,3650.06
Cotton,2019,5375.11,2459.48
Pulses,2012,4182.71,1528.71
Oilseeds,2012,5522.28,2854.22
Sugarcane,2015,5114.45,3303.94
Maize,2013,5055.27,3651.9
Pulses,2013,1266.48,1457.79
Pulses,2024,3535.09,3499.89
Pulses,2020,2586.06,5271.27
Pulses,2023,1759.69,1827.8
Maize,2023,4020.73,3274.52
Maize,2011,4214.99,5217.16
Pulses,2016,2525.13,4938.12
Pulses,2011,3853.08,2564.19
Cotton,2014,5025.15,1369.15
Sugarcane,2010,4492.24,1078.78
Cotton,2021,2329.32,5257.63
Pulses,2023,5992.23,1956.02
Wheat,2013,5341.45,2068.65
Pulses,2015,4780.91,1548.8
Wheat,2018,5916.0,5417.15
Rice,2022,5165.06,4331.76
Wheat,2016,4799.03,4014.35
Cotton,2011,5213.47,4750.04
Oilseeds,2019,1328.16,3853.84
Wheat,2015,3810.26,3044.22
Rice,2019,2402.51,2066.77
Cotton,2021,3317.1,4201.5
Maize,2019,5334.16,5149.76
Maize,2013,2461.16,1394.83
Rice,2023,1287.6,914.47
Oilseeds,2018,1106.88,2138.54
Wheat,2020,2432.53,1963.4
Rice,2024,2113.97,1673.01
Oilseeds,2017,878.21,2077.35
Pulses,2015,2578.59,1111.25
Sugarcane,2013,3830.86,4824.58
Sugarcane,2018,3143.93,3801.47
Cotton,2014,954.07,2705.33
Rice,2016,1623.89,3586.78
Sugarcane,2015,2784.76,957.41
Rice,2023,5037.21,982.27
Maize,2022,3572.81,2013.69
Rice,2019,3744.34,5150.85
Rice,2018,3270.65,4365.35
Pulses,2014,5378.61,4362.21
Rice,2015,4826.63,2870.98
Pulses,2020,4697.25,4980.22
Pulses,2024,5858.96,2698.21
Cotton,2018,906.95,4212.88
Cotton,2023,3774.39,3710.38
Rice,2010,1823.3,3955.74
Maize,2021,5965.22,2510.43
Oilseeds,2018,2209.16,2795.39
Wheat,2022,1412.41,2092.48
Rice,2017,980.75,3014.94
Oilseeds,2015,4175.21,946.85
Oilseeds,2015,923.13,5028.17
Sugarcane,2015,989.96,5426.27
Wheat,2012,2214.5,1768.76
Pulses,2018,4548.63,2545.52
Sugarcane,2013,4150.61,1632.12
Cotton,2020,2537.0,2917.83
Wheat,2012,2153.19,2989.6
Oilseeds,2012,5382.65,4418.37
Wheat,2014,3039.74,3311.24
Maize,2018,1651.47,3017.07
Pulses,2012,2479.65,3261.5
Sugarcane,2021,2586.63,2988.98
Sugarcane,2024,3523.77,1086.57
Pulses,2022,4089.78,3339.43
Pulses,2017,3424.9,4838.44
Pulses,2020,1569.88,5436.51
Maize,2019,4453.79,3551.01
Cotton,2022,1159.1,3027.79
Sugarcane,2022,3703.28,2737.35
Maize,2013,2928.74,1189.89
Oilseeds,2011,1803.81,1621.29
Rice,2014,4587.19,4160.98
Sugarcane,2023,2711.01,5151.85
Pulses,2022,3336.54,1449.57
Wheat,2017,4439.99,5253.96
Wheat,2018,5117.92,2949.2
Sugarcane,2018,1666.55,2286.02
Oilseeds,2019,2846.86,1592.2
Pulses,2020,1209.52,4448.74
Cotton,2024,1141.78,2287.05
Wheat,2024,3587.01,3171.42
Oilseeds,2011,3888.55,4488.32
Wheat,2010,1650.58,4859.9
Maize,2011,1584.4,1045.14
Pulses,2021,4221.18,1806.42
Pulses,2017,5139.12,2973.78
Wheat,2022,5933.81,1112.22
Cotton,2020,2276.35,2159.88
Rice,2015,5552.47,2481.09
Oilseeds,2017,4614.59,1459.2
Maize,2021,943.28,5397.06
Wheat,2015,2318.53,1675.64
Maize,2018,3119.19,1305.59
Oilseeds,2023,2567.08,1473.67
Sugarcane,2016,5506.75,3482.53
Pulses,2018,5608.98,3651.66
Maize,2010,2580.71,3239.12
Pulses,2017,2875.47,5412.44
Cotton,2017,4839.85,2749.89
Pulses,2015,1622.93,2343.75
Oilseeds,2024,1448.91,3191.73
Cotton,2020,4670.07,5376.84
Sugarcane,2013,3538.4,1003.83
Wheat,2018,1753.58,969.57
Pulses,2014,5271.5,1733.46
Wheat,2017,2968.03,1921.08
Oilseeds,2015,4006.26,1268.78
Wheat,2019,5916.96,1032.84
Sugarcane,2016,5730.29,4295.06
Rice,2015,1368.56,4765.07
Sugarcane,2012,4691.28,929.97
Oilseeds,2020,4800.09,1559.69
Rice,2019,5134.44,977.47
Oilseeds,2018,5540.25,2773.7
Wheat,2017,4889.24,3087.66
Cotton,2017,3424.5,5388.84
Maize,2017,3316.09,4367.22
Cotton,2020,4802.69,1813.81
Maize,2024,3710.75,4252.63
Wheat,2016,1016.51,1776.36
Sugarcane,2023,1715.74,1633.86
Pulses,2015,1446.34,4738.34
Maize,2014,1387.7,2994.81
Maize,2011,2913.89,2938.6
Pulses,2013,1457.84,2029.27
Rice,2023,3082.88,3426.79
Cotton,2010,5582.68,2499.82
Maize,2020,2929.75,3575.8
Pulses,2023,3390.81,2190.79
Maize,2013,1244.89,1242.97
Rice,2019,5493.91,3686.47
Maize,2011,4989.72,4091.71
Wheat,2020,3150.69,4105.67
Wheat,2024,3520.83,2375.72
Wheat,2017,5645.56,1117.57
Pulses,2014,3005.67,1049.54
Wheat,2022,1433.82,1556.14
Pulses,2020,3877.62,3911.28
Oilseeds,2014,2520.06,2546.92
Pulses,2010,2575.53,4376.67
Cotton,2010,5537.44,3163.3
Rice,2013,4275.92,3031.46
Pulses,2020,4527.49,4531.1
Sugarcane,2012,4513.43,3257.83
Maize,2011,4057.39,1982.07
Sugarcane,2014,5797.49,2792.67
Rice,2014,2050.29,1300.06
Oilseeds,2010,3199.28,4135.93
Wheat,2021,4315.59,3709.04
Pulses,2013,1561.61,3553.48
Cotton,2019,2086.01,3139.55
Maize,2014,2395.14,2501.97
Sugarcane,2024,2754.27,1750.66
Sugarcane,2024,2578.3,2399.05
Cotton,2015,1085.61,4174.81
Sugarcane,2015,2734.88,3509.44
Oilseeds,2018,1756.7,4830.16
Oilseeds,2012,1269.52,4554.51
Cotton,2014,2145.72,2737.52
Cotton,2014,2004.45,1860.11
Rice,2011,1526.04,986.93
Oilseeds,2021,1481.57,3973.9
Pulses,2011,4539.42,1459.79
Maize,2022,5977.97,5347.77
Pulses,2012,998.27,4116.83
Maize,2010,3420.5,3473.15
Pulses,2021,1647.29,912.7
Oilseeds,2016,1456.52,2790.12
Cotton,2023,1596.33,3602.84
Maize,2022,4269.1,4272.29
Cotton,2020,1409.44,3148.41
Maize,2022,3788.01,1478.04
Pulses,2021,1977.92,3018.19
Pulses,2016,5771.26,1132.62
Sugarcane,2020,3400.93,2108.01
Pulses,2021,5047.65,4478.51
Cotton,2015,5710.18,1219.9
Pulses,2023,2465.83,3478.62
Rice,2017,862.53,3818.7
Rice,2017,5894.4,4999.27
Wheat,2016,1709.16,4590.78
Wheat,2012,3047.0,3858.49
Sugarcane,2024,3055.71,1569.32
Oilseeds,2012,1526.21,2979.5
Pulses,2014,3282.68,4055.4
Pulses,2010,4739.88,4815.79
Wheat,2022,2896.36,3775.08
Cotton,2018,1408.24,1021.51
Oilseeds,2018,3796.76,4084.69
Oilseeds,2012,5701.72,1298.81
Cotton,2010,1208.52,3206.55
Sugarcane,2015,2202.25,1102.36
Cotton,2011,5666.0,4642.42
Sugarcane,2018,3934.47,2064.53
Sugarcane,2022,3409.85,1417.29
Oilseeds,2014,2444.4,4492.94
Wheat,2012,3821.0,1839.53
Oilseeds,2015,3307.53,3299.85
Rice,2019,3820.45,2743.42
Sugarcane,2024,1909.27,1945.49
Cotton,2023,3471.45,1987.31
Pulses,2021,1256.71,2251.99
Oilseeds,2013,3060.64,2983.26
Maize,2016,1634.17,1895.01
Maize,2024,1900.71,1586.83
Oilseeds,2021,3620.47,2534.34
Sugarcane,2012,5222.69,5057.29
Wheat,2012,3266.67,3183.39
Cotton,2013,4513.09,1559.79
Wheat,2015,2827.14,1236.05
Maize,2024,802.82,3996.25
Rice,2017,4962.92,2382.9
Pulses,2014,5458.5,4087.23
Cotton,2024,2412.52,5380.45
Oilseeds,2010,5928.08,3208.48
Sugarcane,2020,1160.83,2148.49
Wheat,2014,1778.3,4080.99
Rice,2024,4369.83,4328.46
Sugarcane,2012,4318.38,5001.24
Maize,2016,5661.0,4265.19
Cotton,2010,5014.3,1136.21
Pulses,2013,1807.25,4179.03
Maize,2018,2097.64,1982.69
Sugarcane,2018,1332.15,1695.09
Wheat,2024,2247.86,1631.76
Oilseeds,2017,3464.92,937.04
Pulses,2020,2069.29,1581.54
Oilseeds,2015,4467.3,4457.9
Pulses,2014,5545.97,4996.39
Cotton,2018,1810.47,2357.38
Rice,2024,5854.32,2853.29
Wheat,2014,5694.88,1110.73
Cotton,2019,2517.51,3598.73
Cotton,2018,3625.63,965.12
Maize,2021,4558.2,3059.42
Wheat,2016,5159.66,1802.75
Rice,2013,1943.32,3304.83
Oilseeds,2019,4142.68,5407.22
Pulses,2019,4845.4,1882.31
Pulses,2024,2644.34,1203.86
Wheat,2019,5142.94,2394.22
Wheat,2011,4151.5,1135.48
Sugarcane,2023,3482.0,1650.4
Maize,2020,1649.7,1104.96
Pulses,2016,5769.34,4014.07
Sugarcane,2017,1594.3,2689.04
Pulses,2010,4375.7,3274.85
Cotton,2022,1007.14,3951.43
Oilseeds,2022,1739.47,1613.37
Rice,2019,4429.01,4376.25
Oilseeds,2015,3111.12,2809.54
Wheat,2013,5664.73,3830.82
Sugarcane,2018,3333.15,5127.79
Maize,2020,2437.13,1271.95
Maize,2016,5975.18,4835.91
Sugarcane,2024,1667.2,3566.63
Pulses,2021,2444.24,2774.86
Maize,2014,5409.86,4169.91
Cotton,2015,5310.25,1466.36
Pulses,2014,4037.15,3907.19
Cotton,2024,1641.0,2172.01
Wheat,2018,3532.88,1694.43
Rice,2018,4236.49,1423.3
Oilseeds,2024,2604.8,5242.57
Wheat,2020,5660.04,3524.18
Rice,2019,2109.08,4200.97
Cotton,2020,1862.63,4520.27
Maize,2017,2840.66,1983.84
Sugarcane,2022,1569.79,1467.77
Sugarcane,2016,3833.81,4790.12
Cotton,2014,1117.97,2319.14
Oilseeds,2017,1093.01,1442.28
Pulses,2012,1710.82,3418.29
Cotton,2021,1457.07,3370.97
Pulses,2019,820.9,4281.72
Pulses,2019,3871.08,2305.02
Rice,2010,4011.08,5428.34
Oilseeds,2011,5619.47,2216.51
Cotton,2018,919.37,4241.45
Rice,2023,1199.92,4370.8
Maize,2011,2918.98,4333.09
Rice,2024,2604.25,2532.94
Wheat,2016,3593.84,4046.61
Rice,2011,2048.22,1279.04
Maize,2014,3673.7,4870.48
Cotton,2011,5337.89,4840.28
Rice,2014,3743.16,921.05
Pulses,2018,4655.07,3845.26
Rice,2020,4171.38,1907.02
Maize,2013,5218.5,4562.21
Maize,2012,1489.51,2461.83
Sugarcane,2022,1503.87,3073.93
Maize,2022,5456.95,3928.32
Sugarcane,2011,5116.03,1541.82
Cotton,2024,1528.42,2282.63
Sugarcane,2015,1454.62,5201.55
Rice,2014,5141.06,2832.0
Oilseeds,2018,5837.96,4162.38
Maize,2014,3536.65,3071.63
Wheat,2015,3295.35,3692.93
Rice,2020,1728.32,4697.14
Sugarcane,2011,967.42,2310.27
Oilseeds,2018,2240.11,3173.43
Maize,2018,5760.32,2970.66
