state,district,crop,season,year,area_hectares,production_tonnes,yield_tonnes_per_hectare
Uttar Pradesh,District_35,Maize,Kharif,2014,2508.09,6411.13,2.56
Telangana,District_9,Maize,Rabi,2022,2757.23,7020.76,2.55
Uttar Pradesh,District_35,Wheat,Kharif,2020,4770.04,5057.38,1.06
Andhra Pradesh,District_11,Sugarcane,Rabi,2023,4420.4,8427.52,1.91
Uttar Pradesh,District_44,Maize,Kharif,2015,689.77,3326.39,4.82
Tamil Nadu,District_12,Maize,Kharif,2010,254.35,6462.16,25.41
Maharashtra,District_3,Oilseeds,Zaid,2016,3417.65,15579.82,4.56
Madhya Pradesh,District_39,Sugarcane,Rabi,2021,293.53,4390.82,14.96
Tamil Nadu,District_14,Cotton,Kharif,2014,348.74,18947.55,54.33
Maharashtra,District_28,Cotton,Rabi,2016,838.35,9909.14,11.82
Karnataka,District_11,Maize,Zaid,2014,1790.95,2227.71,1.24
Tamil Nadu,District_39,Oilseeds,Kharif,2014,2203.23,18866.92,8.56
Karnataka,District_25,Cotton,Rabi,2012,2620.92,9187.9,3.51
Telangana,District_21,Cotton,Kharif,2014,4961.83,11183.61,2.25
Telangana,District_10,Pulses,Kharif,2017,1956.9,3785.38,1.93
Andhra Pradesh,District_43,Oilseeds,Kharif,2023,1251.63,6732.85,5.38
Uttar Pradesh,District_15,Cotton,Kharif,2017,2897.5,14102.4,4.87
Tamil Nadu,District_19,Wheat,Zaid,2011,1115.0,2566.99,2.3
Karnataka,District_48,Rice,Zaid,2020,4705.69,11452.13,2.43
Maharashtra,District_22,Maize,Rabi,2010,1333.31,13901.1,10.43
Telangana,District_21,Maize,Rabi,2011,4950.17,136.55,0.03
Uttar Pradesh,District_44,Wheat,Kharif,2020,2122.41,16767.77,7.9
Telangana,District_32,Rice,Kharif,2016,4072.8,1221.03,0.3
Maharashtra,District_50,Rice,Kharif,2012,3258.99,5013.71,1.54
Uttar Pradesh,District_23,Wheat,Zaid,2017,4670.8,19274.54,4.13
Uttar Pradesh,District_13,Sugarcane,Kharif,2013,3145.86,1712.71,0.54
Karnataka,District_5,Sugarcane,Rabi,2019,2927.03,16536.22,5.65
Karnataka,District_4,Rice,Kharif,2019,3281.62,13074.77,3.98
Tamil Nadu,District_28,Sugarcane,Zaid,2017,3943.0,12007.73,3.05
Tamil Nadu,District_14,Sugarcane,Kharif,2023,4499.27,11675.48,2.59
Punjab,District_8,Sugarcane,Zaid,2011,1370.73,3412.53,2.49
Madhya Pradesh,District_9,Rice,Zaid,2022,1044.39,13409.56,12.84
Punjab,District_35,Sugarcane,Zaid,2023,220.03,19037.47,86.52
Andhra Pradesh,District_37,Maize,Zaid,2024,1881.89,1632.99,0.87
Telangana,District_21,Pulses,Rabi,2014,4238.62,6715.01,1.58
Tamil Nadu,District_18,Rice,Zaid,2015,395.79,9497.81,24.0
Karnataka,District_33,Wheat,Rabi,2010,2715.67,4722.59,1.74
Maharashtra,District_8,Sugarcane,Rabi,2024,3489.2,14843.74,4.25
Karnataka,District_49,Cotton,Kharif,2023,4192.42,13803.59,3.29
Telangana,District_17,Rice,Kharif,2010,2937.98,2443.76,0.83
Punjab,District_43,Oilseeds,Zaid,2023,972.28,11432.3,11.76
Karnataka,District_31,Wheat,Kharif,2018,4824.45,7440.57,1.54
Madhya Pradesh,District_34,Pulses,Zaid,2014,518.52,4644.8,8.96
Andhra Pradesh,District_6,Maize,Kharif,2024,3856.55,16981.04,4.4
Telangana,District_22,Oilseeds,Zaid,2024,478.47,1188.01,2.48
Punjab,District_14,Wheat,Kharif,2023,759.92,9401.07,12.37
Madhya Pradesh,District_3,Sugarcane,Kharif,2013,4496.17,9558.7,2.13
Maharashtra,District_12,Cotton,Rabi,2023,3777.72,11445.44,3.03
Punjab,District_36,Sugarcane,Kharif,2010,1859.27,4032.12,2.17
Uttar Pradesh,District_12,Wheat,Kharif,2024,3211.69,17436.9,5.43
Madhya Pradesh,District_45,Rice,Zaid,2012,2313.37,19309.52,8.35
Madhya Pradesh,District_2,Oilseeds,Rabi,2022,379.36,11024.2,29.06
Andhra Pradesh,District_2,Cotton,Zaid,2013,3619.58,5196.89,1.44
Telangana,District_15,Oilseeds,Kharif,2020,3828.12,17548.85,4.58
Maharashtra,District_23,Oilseeds,Zaid,2020,4417.59,19764.64,4.47
Andhra Pradesh,District_29,Cotton,Rabi,2014,2726.15,14863.4,5.45
Punjab,District_17,Wheat,Zaid,2023,3382.03,6740.72,1.99
Andhra Pradesh,District_32,Pulses,Kharif,2019,2218.35,4796.8,2.16
Madhya Pradesh,District_7,Pulses,Zaid,2021,1628.6,3216.72,1.98
Telangana,District_30,Sugarcane,Kharif,2023,2087.91,4775.29,2.29
Tamil Nadu,District_28,Wheat,Rabi,2014,4563.17,4624.26,1.01
Andhra Pradesh,District_14,Cotton,Rabi,2019,862.65,19351.64,22.43
Uttar Pradesh,District_44,Wheat,Zaid,2017,1280.07,12900.44,10.08
Andhra Pradesh,District_30,Cotton,Rabi,2022,3050.64,3422.81,1.12
Punjab,District_17,Oilseeds,Zaid,2022,625.59,9812.02,15.68
Punjab,District_32,Sugarcane,Kharif,2012,4464.73,3774.25,0.85
Maharashtra,District_46,Rice,Zaid,2016,283.82,12159.73,42.84
Punjab,District_6,Oilseeds,Kharif,2023,3788.8,6893.98,1.82
Karnataka,District_24,Rice,Rabi,2022,1899.95,3992.29,2.1
Telangana,District_6,Wheat,Kharif,2015,303.27,4931.54,16.26
Telangana,District_27,Cotton,Kharif,2019,4222.49,13534.46,3.21
Tamil Nadu,District_18,Rice,Kharif,2020,3220.28,8219.91,2.55
Tamil Nadu,District_24,Oilseeds,Kharif,2019,93.85,10311.86,109.88
Telangana,District_37,Cotton,Kharif,2019,1374.29,16444.64,11.97
Uttar Pradesh,District_24,Sugarcane,Zaid,2020,1792.63,13142.89,7.33
Tamil Nadu,District_38,Oilseeds,Kharif,2015,1646.76,9302.03,5.65
Maharashtra,District_34,Wheat,Kharif,2019,2516.79,19085.73,7.58
Punjab,District_40,Cotton,Kharif,2018,2657.67,4368.65,1.64
Telangana,District_47,Wheat,Kharif,2023,2013.93,5850.94,2.91
Madhya Pradesh,District_15,Cotton,Kharif,2024,1692.26,18237.49,10.78
Tamil Nadu,District_11,Oilseeds,Kharif,2016,2546.83,17079.18,6.71
Telangana,District_22,Pulses,Rabi,2022,216.4,2688.14,12.42
Karnataka,District_24,Pulses,Zaid,2020,3243.75,18605.95,5.74
Andhra Pradesh,District_1,Cotton,Kharif,2016,3049.61,302.36,0.1
Punjab,District_18,Sugarcane,Zaid,2020,1432.14,16466.18,11.5
Telangana,District_44,Wheat,Rabi,2023,938.6,5648.17,6.02
Andhra Pradesh,District_12,Maize,Rabi,2010,411.28,3854.27,9.37
Tamil Nadu,District_43,Cotton,Kharif,2010,2957.35,9029.32,3.05
Andhra Pradesh,District_28,Cotton,Zaid,2018,2866.06,17951.95,6.26
Punjab,District_40,Pulses,Kharif,2018,2689.92,15739.37,5.85
Telangana,District_7,Rice,Rabi,2021,4928.81,19344.67,3.92
Karnataka,District_23,Oilseeds,Rabi,2020,2681.14,10865.88,4.05
Uttar Pradesh,District_21,Pulses,Zaid,2019,3622.86,10260.14,2.83
Tamil Nadu,District_34,Wheat,Kharif,2012,608.95,359.34,0.59
Telangana,District_11,Pulses,Zaid,2024,1529.91,3694.09,2.41
Punjab,District_22,Maize,Zaid,2020,1413.46,10002.64,7.08
Tamil Nadu,District_42,Sugarcane,Rabi,2020,2901.08,15076.08,5.2
Maharashtra,District_35,Oilseeds,Zaid,2017,1687.53,16469.79,9.76
Andhra Pradesh,District_29,Maize,Rabi,2018,3223.28,5737.0,1.78
Uttar Pradesh,District_42,Sugarcane,Kharif,2010,3465.94,14277.9,4.12
Punjab,District_28,Maize,Zaid,2021,216.76,16587.74,76.53
Maharashtra,District_18,Oilseeds,Zaid,2023,3216.8,7558.61,2.35
Madhya Pradesh,District_14,Pulses,Kharif,2012,628.1,13941.56,22.2
Telangana,District_18,Maize,Zaid,2022,2352.42,8801.89,3.74
Karnataka,District_28,Pulses,Kharif,2015,3646.55,19714.48,5.41
Tamil Nadu,District_24,Oilseeds,Rabi,2024,3531.56,232.68,0.07
Andhra Pradesh,District_8,Pulses,Rabi,2013,1534.12,8345.47,5.44
Tamil Nadu,District_42,Wheat,Zaid,2017,1398.21,5347.96,3.82
Uttar Pradesh,District_45,Pulses,Rabi,2024,2229.12,17009.76,7.63
Telangana,District_8,Rice,Rabi,2018,983.9,5813.8,5.91
Tamil Nadu,District_4,Maize,Kharif,2016,4874.76,10922.52,2.24
Andhra Pradesh,District_27,Oilseeds,Rabi,2020,1757.34,14831.36,8.44
Telangana,District_36,Cotton,Rabi,2010,4618.82,9994.88,2.16
Tamil Nadu,District_5,Cotton,Rabi,2023,4545.91,8267.01,1.82
Karnataka,District_33,Cotton,Kharif,2011,1856.0,946.11,0.51
Punjab,District_49,Oilseeds,Zaid,2010,1307.72,556.35,0.43
Telangana,District_34,Rice,Kharif,2018,3865.64,19150.71,4.95
Punjab,District_30,Pulses,Zaid,2013,1185.42,12900.56,10.88
Madhya Pradesh,District_8,Maize,Zaid,2019,2630.17,16522.55,6.28
Telangana,District_39,Sugarcane,Rabi,2023,597.91,9660.72,16.16
Karnataka,District_47,Sugarcane,Rabi,2017,1960.36,5305.46,2.71
Punjab,District_26,Oilseeds,Kharif,2014,436.87,5961.3,13.65
Maharashtra,District_37,Wheat,Kharif,2014,1453.03,965.48,0.66
Andhra Pradesh,District_34,Rice,Kharif,2014,3343.2,15838.58,4.74
Maharashtra,District_7,Maize,Rabi,2020,4956.97,11673.26,2.35
Tamil Nadu,District_40,Pulses,Zaid,2014,1311.3,9667.96,7.37
Karnataka,District_28,Cotton,Kharif,2012,2392.94,17060.71,7.13
Maharashtra,District_39,Rice,Zaid,2015,2267.83,8952.42,3.95
Telangana,District_39,Rice,Rabi,2023,961.56,18963.81,19.72
Tamil Nadu,District_28,Maize,Rabi,2010,3069.84,363.41,0.12
Tamil Nadu,District_14,Oilseeds,Rabi,2017,3637.29,19693.87,5.41
Maharashtra,District_50,Pulses,Rabi,2022,778.74,16336.08,20.98
Madhya Pradesh,District_38,Oilseeds,Zaid,2013,3797.77,7163.29,1.89
Maharashtra,District_4,Oilseeds,Zaid,2015,3515.8,11947.73,3.4
Madhya Pradesh,District_42,Wheat,Kharif,2011,1026.85,17305.64,16.85
Karnataka,District_18,Oilseeds,Zaid,2011,3262.29,9683.81,2.97
Andhra Pradesh,District_44,Pulses,Zaid,2017,1998.67,1115.89,0.56
Maharashtra,District_48,Wheat,Zaid,2023,3421.63,18083.55,5.29
Uttar Pradesh,District_25,Wheat,Kharif,2010,2505.68,10388.62,4.15
Madhya Pradesh,District_7,Cotton,Zaid,2017,288.28,10948.63,37.98
Maharashtra,District_38,Cotton,Zaid,2024,3945.49,372.99,0.09
Punjab,District_28,Maize,Zaid,2019,2800.22,2091.31,0.75
Telangana,District_5,Pulses,Rabi,2019,3637.73,15570.22,4.28
Uttar Pradesh,District_3,Oilseeds,Zaid,2024,674.06,8755.49,12.99
Uttar Pradesh,District_44,Wheat,Kharif,2010,3620.3,19961.36,5.51
Madhya Pradesh,District_31,Maize,Kharif,2024,2097.65,13943.99,6.65
Punjab,District_47,Wheat,Kharif,2018,4006.37,18997.06,4.74
Punjab,District_42,Rice,Kharif,2010,3015.87,5659.11,1.88
Tamil Nadu,District_20,Sugarcane,Rabi,2013,1806.77,3605.46,2.0
Madhya Pradesh,District_19,Sugarcane,Kharif,2018,1049.49,7594.13,7.24
Andhra Pradesh,District_48,Wheat,Rabi,2010,4088.82,5368.89,1.31
Telangana,District_11,Maize,Rabi,2018,2822.95,12305.98,4.36
Karnataka,District_40,Cotton,Rabi,2023,4937.97,14914.4,3.02
Uttar Pradesh,District_3,Pulses,Kharif,2017,1898.77,8101.74,4.27
Karnataka,District_23,Wheat,Kharif,2014,3444.31,1887.94,0.55
Maharashtra,District_7,Wheat,Rabi,2015,3132.96,624.01,0.2
Maharashtra,District_23,Pulses,Rabi,2014,3206.03,4438.75,1.38
Karnataka,District_7,Oilseeds,Kharif,2013,3698.05,14676.5,3.97
Maharashtra,District_46,Cotton,Zaid,2021,738.59,4508.89,6.1
Andhra Pradesh,District_34,Wheat,Zaid,2019,2770.74,18228.39,6.58
Punjab,District_42,Rice,Zaid,2024,2570.19,13067.71,5.08
Maharashtra,District_19,Cotton,Kharif,2024,1745.52,17255.58,9.89
Tamil Nadu,District_9,Rice,Kharif,2023,2208.94,7777.71,3.52
Maharashtra,District_48,Sugarcane,Rabi,2022,2618.12,19672.64,7.51
Telangana,District_18,Pulses,Kharif,2021,1638.57,13622.02,8.31
Andhra Pradesh,District_41,Cotton,Kharif,2013,1501.14,7203.5,4.8
Telangana,District_48,Oilseeds,Kharif,2023,3704.45,4329.53,1.17
Telangana,District_45,Cotton,Rabi,2019,381.24,17343.97,45.49
Tamil Nadu,District_42,Maize,Rabi,2017,1599.17,6430.16,4.02
Andhra Pradesh,District_25,Maize,Zaid,2017,3285.87,982.85,0.3
Andhra Pradesh,District_14,Pulses,Zaid,2018,1083.43,5645.31,5.21
Madhya Pradesh,District_44,Oilseeds,Kharif,2012,2882.75,3671.08,1.27
Andhra Pradesh,District_25,Cotton,Kharif,2019,1545.71,6462.65,4.18
Andhra Pradesh,District_19,Sugarcane,Rabi,2024,4224.34,12304.0,2.91
Andhra Pradesh,District_39,Oilseeds,Zaid,2017,1782.45,10058.59,5.64
Tamil Nadu,District_15,Wheat,Zaid,2024,1186.11,14245.92,12.01
Maharashtra,District_16,Pulses,Zaid,2012,2674.01,6743.26,2.52
Madhya Pradesh,District_27,Oilseeds,Kharif,2011,721.52,2484.19,3.44
Telangana,District_40,Pulses,Kharif,2011,3997.55,3289.33,0.82
Andhra Pradesh,District_10,Oilseeds,Kharif,2018,3416.14,15965.93,4.67
Uttar Pradesh,District_4,Maize,Rabi,2013,3864.02,2050.01,0.53
Maharashtra,District_19,Sugarcane,Zaid,2014,2024.45,15982.71,7.89
Maharashtra,District_28,Pulses,Rabi,2011,4183.27,4331.32,1.04
Telangana,District_21,Sugarcane,Zaid,2018,2493.06,13600.25,5.46
Tamil Nadu,District_47,Pulses,Kharif,2016,518.76,12499.62,24.1
Karnataka,District_14,Maize,Rabi,2012,1158.94,2055.38,1.77
Karnataka,District_33,Wheat,Rabi,2015,3569.71,13350.68,3.74
Maharashtra,District_48,Maize,Kharif,2016,4487.29,9005.4,2.01
Punjab,District_10,Pulses,Zaid,2023,521.17,14172.52,27.19
Punjab,District_19,Sugarcane,Zaid,2021,4327.86,16725.93,3.86
Telangana,District_30,Rice,Zaid,2015,4005.4,886.04,0.22
Karnataka,District_22,Maize,Zaid,2019,1814.98,12994.46,7.16
Maharashtra,District_3,Sugarcane,Kharif,2020,3461.92,2188.66,0.63
Tamil Nadu,District_37,Oilseeds,Kharif,2019,975.41,7639.62,7.83
Karnataka,District_41,Oilseeds,Kharif,2015,4076.3,352.3,0.09
Maharashtra,District_18,Maize,Kharif,2022,3303.83,6640.01,2.01
Maharashtra,District_11,Pulses,Rabi,2024,2222.21,3470.16,1.56
Andhra Pradesh,District_48,Oilseeds,Rabi,2017,4329.36,11169.66,2.58
Tamil Nadu,District_2,Sugarcane,Rabi,2023,739.21,10294.2,13.93
Andhra Pradesh,District_12,Wheat,Kharif,2017,4236.64,15886.16,3.75
Telangana,District_6,Sugarcane,Zaid,2014,168.24,12835.23,76.29
Andhra Pradesh,District_43,Oilseeds,Rabi,2023,3778.34,14321.06,3.79
Uttar Pradesh,District_40,Oilseeds,Rabi,2013,2888.15,1940.35,0.67
Andhra Pradesh,District_44,Cotton,Kharif,2020,3498.78,652.52,0.19
Uttar Pradesh,District_29,Rice,Zaid,2014,2091.11,19393.88,9.27
Karnataka,District_30,Pulses,Zaid,2018,4328.98,8597.94,1.99
Punjab,District_2,Sugarcane,Zaid,2021,1600.09,7959.99,4.97
Madhya Pradesh,District_9,Oilseeds,Kharif,2019,1411.03,796.75,0.56
Madhya Pradesh,District_47,Pulses,Zaid,2015,1543.67,2466.33,1.6
Maharashtra,District_2,Maize,Rabi,2012,3883.1,18815.43,4.85
Madhya Pradesh,District_29,Maize,Rabi,2012,2501.69,13927.42,5.57
Uttar Pradesh,District_33,Sugarcane,Rabi,2023,2708.57,8243.32,3.04
Tamil Nadu,District_10,Cotton,Kharif,2010,4166.69,18099.23,4.34
Andhra Pradesh,District_34,Oilseeds,Zaid,2024,4175.16,11838.87,2.84
Uttar Pradesh,District_44,Sugarcane,Kharif,2024,850.6,14954.71,17.58
Tamil Nadu,District_8,Wheat,Zaid,2014,2771.35,8688.83,3.14
Punjab,District_37,Cotton,Kharif,2015,673.79,8687.41,12.89
Madhya Pradesh,District_33,Oilseeds,Rabi,2017,4349.22,1460.17,0.34
Punjab,District_47,Oilseeds,Kharif,2020,4193.18,14706.07,3.51
Madhya Pradesh,District_6,Pulses,Kharif,2018,4254.28,2072.44,0.49
Andhra Pradesh,District_44,Sugarcane,Kharif,2016,3539.05,15308.92,4.33
Telangana,District_40,Oilseeds,Rabi,2010,2361.04,3898.08,1.65
Andhra Pradesh,District_45,Pulses,Kharif,2016,2053.37,5022.61,2.45
Karnataka,District_19,Oilseeds,Kharif,2019,2006.36,18366.01,9.15
Uttar Pradesh,District_32,Rice,Rabi,2018,377.75,9484.2,25.11
Maharashtra,District_27,Cotton,Zaid,2013,4746.91,2592.33,0.55
Telangana,District_1,Sugarcane,Kharif,2020,2278.86,18111.12,7.95
Andhra Pradesh,District_43,Rice,Rabi,2021,4654.07,9102.7,1.96
Tamil Nadu,District_33,Sugarcane,Kharif,2016,4402.32,2697.97,0.61
Telangana,District_40,Wheat,Rabi,2018,4151.62,7877.38,1.9
Uttar Pradesh,District_32,Maize,Zaid,2010,2962.13,11827.65,3.99
Madhya Pradesh,District_5,Pulses,Zaid,2021,552.7,7310.61,13.23
Telangana,District_17,Sugarcane,Kharif,2019,1653.36,18494.1,11.19
Madhya Pradesh,District_8,Cotton,Rabi,2018,3037.75,5466.71,1.8
Uttar Pradesh,District_42,Sugarcane,Zaid,2013,116.61,3598.93,30.86
Andhra Pradesh,District_34,Sugarcane,Zaid,2021,261.02,4496.93,17.23
Uttar Pradesh,District_9,Sugarcane,Rabi,2017,3404.43,1766.62,0.52
Telangana,District_23,Oilseeds,Kharif,2012,4446.6,9100.69,2.05
Tamil Nadu,District_35,Sugarcane,Zaid,2011,4283.06,17578.85,4.1
Punjab,District_50,Oilseeds,Zaid,2022,882.32,6176.26,7.0
Telangana,District_7,Cotton,Zaid,2021,4560.61,5240.92,1.15
Uttar Pradesh,District_15,Cotton,Kharif,2017,3496.7,16763.95,4.79
Punjab,District_20,Sugarcane,Zaid,2017,3595.81,6189.3,1.72
Uttar Pradesh,District_50,Oilseeds,Rabi,2012,1555.0,9590.15,6.17
Tamil Nadu,District_25,Maize,Kharif,2022,3594.18,721.64,0.2
Uttar Pradesh,District_3,Sugarcane,Zaid,2017,3563.37,5812.73,1.63
Andhra Pradesh,District_46,Pulses,Rabi,2020,2993.59,2698.14,0.9
Maharashtra,District_24,Pulses,Rabi,2020,1818.58,2206.34,1.21
Madhya Pradesh,District_34,Cotton,Kharif,2015,4064.52,8685.21,2.14
Madhya Pradesh,District_46,Pulses,Rabi,2019,4690.71,5618.91,1.2
Telangana,District_22,Pulses,Kharif,2018,4355.95,3412.29,0.78
Maharashtra,District_11,Wheat,Kharif,2019,1252.75,10278.56,8.2
Uttar Pradesh,District_48,Sugarcane,Kharif,2022,2256.09,15702.48,6.96
Tamil Nadu,District_8,Sugarcane,Rabi,2015,1744.95,14723.7,8.44
Telangana,District_39,Sugarcane,Kharif,2017,3552.02,5090.18,1.43
Uttar Pradesh,District_43,Sugarcane,Kharif,2011,4165.88,5336.38,1.28
Punjab,District_35,Rice,Rabi,2010,1118.19,14664.85,13.11
Karnataka,District_49,Sugarcane,Kharif,2019,4739.01,11187.65,2.36
Uttar Pradesh,District_46,Oilseeds,Zaid,2019,3402.78,14874.09,4.37
Maharashtra,District_38,Cotton,Rabi,2011,1131.32,127.17,0.11
Telangana,District_8,Oilseeds,Rabi,2021,1886.92,1834.05,0.97
Maharashtra,District_37,Cotton,Rabi,2013,567.8,16059.2,28.28
Telangana,District_27,Rice,Zaid,2019,3005.49,17037.26,5.67
Uttar Pradesh,District_28,Sugarcane,Kharif,2018,887.5,6934.46,7.81
Andhra Pradesh,District_40,Maize,Rabi,2016,3480.8,19170.86,5.51
Punjab,District_34,Oilseeds,Rabi,2018,3699.37,6101.23,1.65
Uttar Pradesh,District_32,Sugarcane,Rabi,2018,2422.71,17816.64,7.35
Madhya Pradesh,District_15,Cotton,Zaid,2018,514.39,8492.01,16.51
Maharashtra,District_44,Oilseeds,Zaid,2017,3073.82,11279.99,3.67
Karnataka,District_17,Wheat,Zaid,2015,1892.42,12901.12,6.82
Karnataka,District_33,Pulses,Kharif,2023,4750.75,2748.85,0.58
Tamil Nadu,District_47,Wheat,Kharif,2020,2590.37,838.52,0.32
Telangana,District_46,Maize,Zaid,2019,407.72,8593.33,21.08
Maharashtra,District_16,Sugarcane,Kharif,2016,3198.44,3291.09,1.03
Tamil Nadu,District_29,Rice,Zaid,2024,3907.8,11023.78,2.82
Maharashtra,District_9,Sugarcane,Kharif,2011,844.49,9127.47,10.81
Madhya Pradesh,District_33,Maize,Kharif,2020,2272.83,2529.74,1.11
Telangana,District_49,Maize,Zaid,2010,3728.82,13349.12,3.58
Uttar Pradesh,District_29,Pulses,Rabi,2022,151.44,507.85,3.35
Uttar Pradesh,District_13,Maize,Rabi,2014,193.4,2615.03,13.52
Karnataka,District_21,Wheat,Kharif,2017,3400.71,14033.27,4.13
Uttar Pradesh,District_21,Pulses,Kharif,2012,3639.38,10604.32,2.91
Uttar Pradesh,District_5,Sugarcane,Kharif,2016,4237.05,5710.47,1.35
Madhya Pradesh,District_10,Oilseeds,Kharif,2014,2028.02,3686.9,1.82
Andhra Pradesh,District_6,Sugarcane,Kharif,2021,1979.39,12881.45,6.51
Karnataka,District_13,Rice,Kharif,2019,2784.22,4191.37,1.51
Tamil Nadu,District_1,Maize,Zaid,2022,3798.77,19693.76,5.18
Punjab,District_20,Maize,Rabi,2017,3222.91,17399.29,5.4
Andhra Pradesh,District_47,Cotton,Rabi,2015,1670.25,2729.94,1.63
Tamil Nadu,District_46,Pulses,Zaid,2015,1765.41,17197.14,9.74
Telangana,District_8,Cotton,Zaid,2016,3826.87,6966.35,1.82
Andhra Pradesh,District_10,Pulses,Rabi,2016,2696.5,9850.64,3.65
Madhya Pradesh,District_9,Wheat,Rabi,2013,534.98,2942.2,5.5
Tamil Nadu,District_49,Pulses,Kharif,2019,807.33,2459.59,3.05
Telangana,District_41,Sugarcane,Rabi,2021,4263.39,17323.31,4.06
Karnataka,District_3,Rice,Kharif,2019,4994.08,12635.05,2.53
Punjab,District_11,Oilseeds,Kharif,2019,1711.63,9263.17,5.41
Telangana,District_12,Pulses,Rabi,2024,1964.17,819.66,0.42
Uttar Pradesh,District_10,Pulses,Kharif,2022,814.72,18447.04,22.64
Maharashtra,District_25,Pulses,Kharif,2017,1216.78,7584.16,6.23
Telangana,District_49,Rice,Zaid,2015,2151.92,8391.32,3.9
Telangana,District_49,Maize,Rabi,2020,1457.73,5867.21,4.02
Punjab,District_25,Rice,Zaid,2022,3522.05,17836.67,5.06
Maharashtra,District_11,Maize,Kharif,2017,2712.35,6957.24,2.57
Uttar Pradesh,District_36,Oilseeds,Kharif,2016,4120.37,3567.56,0.87
Tamil Nadu,District_39,Sugarcane,Zaid,2010,3636.4,10061.09,2.77
Tamil Nadu,District_26,Rice,Zaid,2013,684.1,15651.7,22.88
Telangana,District_14,Maize,Zaid,2016,660.78,7489.64,11.33
Madhya Pradesh,District_39,Sugarcane,Kharif,2018,4483.46,13075.72,2.92
Madhya Pradesh,District_40,Sugarcane,Rabi,2011,4106.58,6154.06,1.5
Maharashtra,District_1,Maize,Kharif,2024,2366.19,14423.27,6.1
Maharashtra,District_4,Maize,Zaid,2014,695.3,13407.61,19.28
Uttar Pradesh,District_30,Wheat,Rabi,2018,4497.95,13647.02,3.03
Punjab,District_12,Sugarcane,Zaid,2018,1191.97,12953.56,10.87
Karnataka,District_35,Maize,Kharif,2015,225.9,3210.62,14.21
Tamil Nadu,District_13,Sugarcane,Rabi,2016,4624.99,17771.02,3.84
Punjab,District_31,Rice,Rabi,2018,4054.23,11756.48,2.9
Andhra Pradesh,District_38,Oilseeds,Kharif,2023,3482.73,7709.5,2.21
Tamil Nadu,District_43,Cotton,Zaid,2023,218.45,3529.47,16.16
Punjab,District_23,Cotton,Zaid,2019,2665.73,15693.26,5.89
Tamil Nadu,District_4,Pulses,Zaid,2017,3285.5,10230.06,3.11
Karnataka,District_16,Maize,Kharif,2023,3808.77,3031.13,0.8
Andhra Pradesh,District_7,Maize,Zaid,2019,2381.82,18436.28,7.74
Madhya Pradesh,District_22,Sugarcane,Rabi,2015,4769.08,2211.04,0.46
Madhya Pradesh,District_29,Pulses,Zaid,2015,1261.67,10532.0,8.35
Karnataka,District_11,Maize,Zaid,2016,395.19,12250.57,31.0
Uttar Pradesh,District_33,Sugarcane,Rabi,2016,1697.19,19979.79,11.77
Andhra Pradesh,District_29,Maize,Rabi,2011,3325.93,2904.22,0.87
Telangana,District_39,Sugarcane,Zaid,2018,3698.93,12309.85,3.33
Punjab,District_12,Maize,Rabi,2013,3705.56,9586.64,2.59
Andhra Pradesh,District_7,Wheat,Kharif,2022,597.84,5216.58,8.73
Uttar Pradesh,District_39,Oilseeds,Rabi,2022,4431.19,18849.98,4.25
Uttar Pradesh,District_42,Sugarcane,Kharif,2019,1440.13,15837.79,11.0
Karnataka,District_48,Oilseeds,Rabi,2018,1089.06,15563.45,14.29
Tamil Nadu,District_26,Wheat,Kharif,2024,3091.56,17993.8,5.82
Andhra Pradesh,District_40,Wheat,Kharif,2024,1098.65,14528.38,13.22
Punjab,District_9,Wheat,Zaid,2021,2564.79,10184.12,3.97
Andhra Pradesh,District_41,Wheat,Rabi,2020,2064.8,7891.58,3.82
Maharashtra,District_34,Rice,Rabi,2024,1198.57,14112.26,11.77
Tamil Nadu,District_45,Oilseeds,Rabi,2019,1495.7,12095.95,8.09
Punjab,District_13,Pulses,Kharif,2012,2165.67,10903.24,5.03
Madhya Pradesh,District_36,Oilseeds,Zaid,2014,1763.49,11822.24,6.7
Punjab,District_25,Cotton,Rabi,2014,1938.8,13141.42,6.78
Telangana,District_24,Rice,Zaid,2016,3690.4,19377.21,5.25
Karnataka,District_44,Maize,Zaid,2021,883.48,15087.85,17.08
Telangana,District_17,Maize,Kharif,2013,3156.71,3611.01,1.14
Punjab,District_2,Pulses,Rabi,2020,3406.88,9388.7,2.76
Tamil Nadu,District_13,Cotton,Zaid,2024,4020.33,13597.01,3.38
Andhra Pradesh,District_31,Cotton,Rabi,2022,4244.27,3595.51,0.85
Madhya Pradesh,District_29,Cotton,Rabi,2021,835.39,18660.86,22.34
Andhra Pradesh,District_50,Wheat,Rabi,2013,734.39,1632.8,2.22
Tamil Nadu,District_28,Rice,Zaid,2022,3093.12,12258.57,3.96
Punjab,District_27,Maize,Kharif,2024,3796.74,19521.11,5.14
Uttar Pradesh,District_15,Rice,Kharif,2022,1398.02,14584.58,10.43
Andhra Pradesh,District_31,Rice,Zaid,2010,2652.94,13577.44,5.12
Uttar Pradesh,District_40,Rice,Rabi,2015,3872.59,19948.67,5.15
Andhra Pradesh,District_15,Cotton,Rabi,2013,3849.14,15856.77,4.12
Andhra Pradesh,District_33,Pulses,Kharif,2020,3286.41,19408.84,5.91
