state,district,soil_type,ph_level,nitrogen,phosphorus,potassium
Andhra Pradesh,District_14,Red,7.9,426.7,168.67,309.72
Karnataka,District_35,Red,5.86,275.33,131.64,152.04
Maharashtra,District_27,Laterite,7.11,252.16,230.96,69.09
Andhra Pradesh,District_11,Laterite,5.93,159.1,114.63,142.13
Uttar Pradesh,District_7,Alluvial,6.04,407.76,65.35,393.76
Punjab,District_40,Black,6.97,350.38,52.67,172.51
Madhya Pradesh,District_43,Red,5.75,168.2,85.11,293.75
Uttar Pradesh,District_34,Laterite,5.76,298.67,208.19,140.63
Andhra Pradesh,District_5,Red,6.04,327.92,193.37,101.98
Tamil Nadu,District_39,Laterite,6.92,446.05,197.1,307.31
Andhra Pradesh,District_24,Laterite,6.05,134.41,100.18,341.5
Telangana,District_26,Red,6.64,164.72,194.49,389.71
Andhra Pradesh,District_35,Alluvial,8.11,313.54,192.4,173.76
Telangana,District_46,Alluvial,8.28,118.31,292.4,212.39
Punjab,District_22,Red,7.16,253.41,142.95,264.45
Punjab,District_41,Red,8.46,106.3,211.02,333.76
Andhra Pradesh,District_4,Red,7.62,203.0,255.71,366.45
Karnataka,District_38,Black,5.91,164.55,152.79,332.37
Karnataka,District_20,Laterite,7.72,214.38,115.52,79.82
Uttar Pradesh,District_37,Alluvial,7.49,406.86,257.22,158.65
Punjab,District_3,Laterite,8.1,238.92,141.91,240.69
Madhya Pradesh,District_36,Laterite,7.0,457.07,273.02,172.69
Tamil Nadu,District_4,Alluvial,7.26,210.76,283.66,367.74
Maharashtra,District_6,Red,6.68,151.33,110.04,235.96
Uttar Pradesh,District_50,Black,5.55,124.02,242.65,102.66
Tamil Nadu,District_12,Black,7.31,496.83,115.14,281.25
Andhra Pradesh,District_1,Alluvial,8.35,138.41,141.22,192.73
Punjab,District_24,Black,6.0,244.6,271.32,339.39
Andhra Pradesh,District_19,Alluvial,6.02,438.83,124.76,349.67
Andhra Pradesh,District_4,Red,6.73,190.7,91.85,327.5
Punjab,District_31,Black,8.03,125.93,104.37,64.36
Andhra Pradesh,District_4,Red,7.26,316.65,186.87,108.47
Punjab,District_20,Red,7.03,113.98,192.15,313.68
Madhya Pradesh,District_46,Red,8.09,387.83,289.63,219.72
Uttar Pradesh,District_36,Laterite,6.1,340.13,82.98,316.26
Telangana,District_3,Alluvial,8.36,192.69,292.76,201.75
Maharashtra,District_28,Red,8.39,296.51,286.23,148.1
Uttar Pradesh,District_29,Alluvial,7.94,102.66,188.43,103.6
Karnataka,District_18,Red,6.38,316.81,147.21,262.83
Uttar Pradesh,District_10,Laterite,6.63,409.98,108.05,242.76
Madhya Pradesh,District_12,Laterite,6.71,123.33,253.7,141.64
Madhya Pradesh,District_13,Red,6.01,190.2,267.75,141.59
Punjab,District_37,Alluvial,5.64,349.47,288.06,274.72
Maharashtra,District_23,Black,5.7,119.2,277.31,84.61
Telangana,District_33,Alluvial,7.35,426.14,268.23,380.68
Punjab,District_2,Black,8.41,229.78,257.82,262.25
Punjab,District_30,Black,5.75,184.41,227.51,244.15
Punjab,District_35,Alluvial,7.42,440.71,111.63,87.6
Andhra Pradesh,District_30,Laterite,5.86,361.73,103.61,77.03
Telangana,District_20,Black,7.23,459.53,80.62,151.64
Karnataka,District_26,Red,6.83,256.26,90.93,349.65
Maharashtra,District_34,Red,5.6,491.93,167.59,327.74
Madhya Pradesh,District_46,Alluvial,6.57,482.0,139.46,247.95
Madhya Pradesh,District_49,Laterite,7.86,327.98,225.17,305.16
Andhra Pradesh,District_24,Alluvial,6.09,391.04,95.63,397.39
Tamil Nadu,District_17,Black,7.05,248.93,184.63,115.65
Karnataka,District_34,Laterite,6.27,123.22,232.92,310.75
Andhra Pradesh,District_46,Laterite,8.28,231.99,123.58,271.73
Madhya Pradesh,District_20,Black,8.28,202.87,182.43,389.96
Punjab,District_37,Black,7.68,153.78,66.75,58.36
Tamil Nadu,District_6,Red,7.57,294.12,290.57,105.13
Uttar Pradesh,District_35,Alluvial,7.16,473.55,103.65,94.61
Karnataka,District_8,Black,7.85,453.56,262.01,109.92
Andhra Pradesh,District_27,Red,8.45,212.72,192.12,300.38
Tamil Nadu,District_48,Black,8.39,499.91,76.14,115.59
Andhra Pradesh,District_2,Red,7.93,464.17,167.07,270.86
Madhya Pradesh,District_9,Red,5.91,137.56,166.11,233.21
Maharashtra,District_23,Alluvial,8.08,197.02,165.51,201.03
Punjab,District_24,Alluvial,7.28,231.65,195.98,207.52
Punjab,District_22,Black,7.1,189.38,250.16,196.61
Punjab,District_14,Laterite,7.13,156.41,187.02,395.06
Madhya Pradesh,District_21,Black,6.26,260.64,224.37,395.86
Maharashtra,District_12,Laterite,6.12,336.35,96.23,160.61
Tamil Nadu,District_39,Alluvial,6.85,405.66,184.09,128.15
Maharashtra,District_36,Alluvial,7.4,458.84,74.52,119.34
Punjab,District_33,Red,7.45,249.78,265.04,228.91
Maharashtra,District_1,Black,7.07,352.89,233.92,330.19
Karnataka,District_23,Black,7.96,290.33,145.52,223.24
Madhya Pradesh,District_43,Red,8.27,378.91,94.05,395.0
Telangana,District_50,Black,6.15,392.78,223.07,378.91
Maharashtra,District_50,Black,7.71,107.21,183.16,322.86
Uttar Pradesh,District_3,Black,6.2,377.37,204.9,340.89
Tamil Nadu,District_23,Red,8.04,119.88,223.16,323.58
Karnataka,District_50,Alluvial,7.02,190.65,294.46,344.95
Tamil Nadu,District_14,Black,6.62,216.24,280.3,138.54
Uttar Pradesh,District_9,Black,7.79,341.2,146.77,209.67
Maharashtra,District_43,Black,5.72,206.27,117.97,120.31
Andhra Pradesh,District_47,Red,7.21,291.15,89.94,255.86
Andhra Pradesh,District_27,Black,7.14,339.39,66.9,161.18
Maharashtra,District_47,Black,8.1,485.72,259.1,306.75
Uttar Pradesh,District_16,Laterite,6.45,358.58,276.8,308.25
Andhra Pradesh,District_25,Red,6.41,385.96,264.27,375.73
Telangana,District_28,Red,5.78,238.29,142.55,372.65
Tamil Nadu,District_25,Black,7.13,273.09,230.03,102.93
Madhya Pradesh,District_31,Alluvial,5.57,154.12,85.82,117.66
Madhya Pradesh,District_23,Red,8.31,236.5,230.88,294.28
Madhya Pradesh,District_11,Alluvial,6.21,130.61,139.31,387.49
Punjab,District_46,Laterite,6.83,248.64,131.43,82.2
Madhya Pradesh,District_42,Alluvial,5.96,394.13,252.47,221.6
Telangana,District_34,Black,6.51,379.45,227.16,392.72
Uttar Pradesh,District_12,Alluvial,8.24,327.59,225.26,221.72
Karnataka,District_27,Alluvial,8.44,291.73,217.74,84.5
Punjab,District_27,Black,6.36,429.77,186.8,326.06
Maharashtra,District_44,Red,7.95,494.37,92.46,321.83
Tamil Nadu,District_45,Laterite,5.99,497.12,114.49,153.59
Uttar Pradesh,District_20,Red,5.91,107.18,193.32,329.36
Uttar Pradesh,District_9,Alluvial,5.91,143.58,245.5,202.54
Punjab,District_8,Red,8.33,244.09,209.97,137.17
Maharashtra,District_49,Laterite,7.6,353.7,148.68,84.01
Maharashtra,District_13,Black,7.24,351.64,205.53,174.6
Telangana,District_41,Black,6.07,446.39,131.62,309.48
Andhra Pradesh,District_1,Alluvial,7.09,314.38,197.97,305.72
Andhra Pradesh,District_1,Laterite,8.48,198.61,243.6,319.48
Tamil Nadu,District_42,Black,7.98,159.21,89.28,376.77
Uttar Pradesh,District_34,Laterite,8.46,298.08,67.11,219.22
Tamil Nadu,District_31,Black,5.54,491.68,150.41,239.81
Tamil Nadu,District_4,Laterite,7.17,338.7,237.61,267.8
Madhya Pradesh,District_15,Black,6.37,135.03,79.26,245.22
Karnataka,District_15,Black,6.49,118.67,298.74,387.02
Punjab,District_39,Laterite,5.67,379.29,246.0,106.42
Andhra Pradesh,District_20,Alluvial,7.52,381.12,227.89,325.78
Karnataka,District_4,Laterite,8.06,339.46,149.0,85.05
Uttar Pradesh,District_22,Black,6.23,382.95,254.25,144.22
Uttar Pradesh,District_14,Laterite,7.07,204.43,138.72,55.34
Tamil Nadu,District_21,Laterite,5.66,285.23,165.9,155.9
Madhya Pradesh,District_25,Red,6.34,320.16,67.92,142.12
Telangana,District_21,Laterite,6.17,137.41,294.41,196.89
Tamil Nadu,District_38,Black,8.43,472.15,204.21,83.65
Telangana,District_8,Alluvial,7.0,376.19,110.07,97.24
Andhra Pradesh,District_26,Alluvial,6.15,448.09,206.41,57.53
Maharashtra,District_46,Red,5.9,150.22,243.79,355.99
Maharashtra,District_10,Black,7.83,284.6,241.74,171.65
Madhya Pradesh,District_42,Laterite,5.64,433.59,50.05,313.34
Madhya Pradesh,District_34,Laterite,5.91,386.04,240.06,317.85
Tamil Nadu,District_50,Alluvial,5.65,331.18,180.79,375.39
Andhra Pradesh,District_13,Laterite,6.6,105.01,254.49,217.21
Telangana,District_16,Black,8.33,318.52,99.45,146.04
Maharashtra,District_42,Red,6.21,233.97,119.16,94.64
Maharashtra,District_29,Laterite,6.63,116.42,62.98,246.86
Andhra Pradesh,District_48,Laterite,7.7,211.28,129.85,245.79
Telangana,District_32,Black,6.11,412.54,151.78,79.74
Maharashtra,District_18,Alluvial,6.36,492.54,96.47,105.61
Andhra Pradesh,District_29,Laterite,6.66,264.59,219.79,263.44
Andhra Pradesh,District_18,Red,8.36,138.51,276.26,341.11
Karnataka,District_4,Black,7.13,466.45,60.21,137.26
Punjab,District_23,Alluvial,6.81,127.2,132.25,370.98
Madhya Pradesh,District_17,Red,6.7,228.21,89.51,150.87
Andhra Pradesh,District_37,Red,6.67,165.54,70.24,102.98
Uttar Pradesh,District_31,Laterite,8.23,200.84,105.27,247.19
Maharashtra,District_19,Red,7.83,361.27,179.62,283.26
Uttar Pradesh,District_35,Red,6.06,117.44,195.14,155.03
Telangana,District_44,Black,6.46,252.6,74.66,240.46
Punjab,District_29,Laterite,8.04,101.89,277.78,258.73
Andhra Pradesh,District_36,Alluvial,7.75,265.83,103.47,222.87
Maharashtra,District_27,Alluvial,5.81,285.27,239.05,84.2
Punjab,District_22,Alluvial,6.72,432.89,215.94,237.37
Punjab,District_10,Red,6.97,302.69,248.11,366.55
Uttar Pradesh,District_49,Alluvial,8.07,163.18,162.72,87.37
Karnataka,District_50,Laterite,8.06,340.65,223.8,386.97
Telangana,District_24,Alluvial,5.95,200.42,271.3,270.61
Tamil Nadu,District_6,Laterite,7.26,304.25,82.33,322.56
Tamil Nadu,District_23,Laterite,8.33,207.51,205.14,175.96
Punjab,District_29,Alluvial,5.73,198.81,178.34,319.88
Andhra Pradesh,District_31,Laterite,6.58,416.48,162.18,151.43
Tamil Nadu,District_22,Red,6.51,302.99,279.09,287.51
Telangana,District_3,Red,6.01,410.8,299.28,119.1
Telangana,District_37,Alluvial,8.44,273.0,148.41,302.74
Maharashtra,District_36,Alluvial,7.62,220.82,167.74,223.08
Tamil Nadu,District_6,Red,7.55,313.03,199.6,186.35
Tamil Nadu,District_17,Laterite,5.65,431.66,185.72,388.46
Punjab,District_2,Laterite,6.65,142.75,197.93,192.11
Maharashtra,District_22,Alluvial,7.37,488.59,67.08,90.17
Tamil Nadu,District_42,Red,6.96,305.32,207.49,66.87
Tamil Nadu,District_47,Alluvial,7.67,285.6,211.28,196.66
Telangana,District_6,Black,7.98,487.9,267.01,100.93
Uttar Pradesh,District_24,Laterite,7.78,241.23,180.4,298.54
Tamil Nadu,District_24,Black,8.33,263.41,117.79,94.26
Tamil Nadu,District_16,Red,7.16,153.92,175.64,262.09
Tamil Nadu,District_49,Laterite,8.06,454.64,176.22,236.85
Madhya Pradesh,District_36,Laterite,8.45,492.1,211.25,127.96
Madhya Pradesh,District_34,Red,7.03,163.04,174.93,226.25
Karnataka,District_7,Black,5.54,479.68,149.42,193.9
Tamil Nadu,District_41,Black,6.48,103.29,264.87,122.23
Karnataka,District_49,Alluvial,7.11,394.76,292.88,131.17
Karnataka,District_22,Black,7.54,359.48,184.99,86.07
Uttar Pradesh,District_47,Laterite,7.28,124.85,206.62,253.95
Punjab,District_21,Black,7.44,116.2,208.5,348.51
Tamil Nadu,District_17,Alluvial,7.67,123.07,180.3,389.32
Maharashtra,District_21,Black,6.99,435.86,75.96,284.71
Tamil Nadu,District_27,Red,7.98,315.71,62.89,318.56
Punjab,District_45,Alluvial,7.5,413.79,264.58,142.5
Karnataka,District_37,Black,7.83,426.11,108.15,375.26
Punjab,District_21,Laterite,7.48,374.51,211.34,366.31
Punjab,District_41,Red,5.82,479.86,206.91,215.04
Tamil Nadu,District_22,Laterite,5.97,113.71,192.4,193.86
Punjab,District_46,Laterite,6.01,199.2,82.91,161.24
Maharashtra,District_41,Red,5.65,281.91,65.15,182.75
Maharashtra,District_28,Laterite,6.16,411.9,104.5,252.1
Andhra Pradesh,District_26,Black,7.18,243.74,201.45,370.46
Telangana,District_11,Red,5.68,261.2,186.84,222.12
Tamil Nadu,District_25,Red,6.35,375.12,230.86,156.31
Andhra Pradesh,District_4,Alluvial,7.37,229.04,149.1,76.9
Andhra Pradesh,District_12,Black,6.1,483.87,244.95,153.83
Andhra Pradesh,District_3,Laterite,6.09,237.69,188.19,336.29
Maharashtra,District_7,Laterite,7.98,322.95,69.26,129.63
Tamil Nadu,District_38,Black,7.15,112.63,75.13,111.36
Tamil Nadu,District_47,Red,6.44,240.1,117.65,377.07
Tamil Nadu,District_22,Red,7.15,121.64,145.43,103.19
Karnataka,District_33,Alluvial,6.78,448.83,291.48,288.26
Madhya Pradesh,District_36,Black,8.35,428.89,277.01,353.6
Madhya Pradesh,District_2,Alluvial,6.1,204.11,192.81,313.55
Telangana,District_38,Alluvial,7.49,498.3,100.05,341.13
Karnataka,District_2,Laterite,8.24,299.26,295.28,319.25
Maharashtra,District_47,Black,7.66,177.53,184.49,252.43
Andhra Pradesh,District_5,Black,6.66,214.04,197.43,157.09
Andhra Pradesh,District_20,Black,7.74,224.81,173.88,179.86
Karnataka,District_46,Laterite,6.2,161.78,181.14,71.87
Maharashtra,District_31,Red,7.65,313.25,230.64,258.87
Telangana,District_45,Alluvial,7.86,184.41,95.09,82.29
Punjab,District_45,Laterite,6.63,134.07,174.22,269.04
Telangana,District_22,Laterite,7.17,499.31,87.54,249.57
Andhra Pradesh,District_40,Red,7.19,396.06,96.4,127.76
Andhra Pradesh,District_27,Laterite,7.17,459.95,163.86,340.46
Tamil Nadu,District_15,Laterite,6.1,119.31,106.6,353.66
Karnataka,District_31,Red,7.39,233.86,288.65,62.11
Andhra Pradesh,District_13,Laterite,6.72,204.16,81.95,177.03
Maharashtra,District_6,Black,5.9,454.54,295.67,270.83
Telangana,District_29,Black,5.67,474.3,285.58,236.77
Madhya Pradesh,District_25,Laterite,7.97,272.12,254.18,229.68
Madhya Pradesh,District_25,Laterite,7.78,287.2,193.77,396.58
Punjab,District_4,Laterite,8.29,493.93,167.94,188.38
Punjab,District_7,Black,6.93,277.6,232.05,335.45
Uttar Pradesh,District_11,Alluvial,7.34,286.29,77.94,244.73
Uttar Pradesh,District_22,Black,5.69,431.43,190.04,314.92
Telangana,District_4,Red,6.4,426.01,274.38,161.44
Punjab,District_46,Alluvial,7.75,156.21,200.46,159.21
Punjab,District_10,Laterite,6.33,383.92,128.85,328.78
Maharashtra,District_8,Red,5.84,354.97,149.98,60.64
Telangana,District_12,Black,5.69,404.71,227.32,66.41
Karnataka,District_41,Red,6.86,318.43,62.74,345.34
Punjab,District_25,Laterite,8.12,494.5,207.11,350.29
Uttar Pradesh,District_29,Alluvial,6.61,357.76,130.33,173.15
Maharashtra,District_6,Black,7.5,255.37,149.51,143.68
Uttar Pradesh,District_6,Red,6.79,402.5,120.27,217.86
Uttar Pradesh,District_13,Red,7.86,105.73,272.72,106.53
Tamil Nadu,District_25,Laterite,7.91,230.49,255.01,293.77
Punjab,District_12,Laterite,8.34,292.65,262.92,307.05
Punjab,District_8,Black,6.51,280.04,152.8,118.68
Uttar Pradesh,District_8,Red,6.91,166.36,82.1,59.21
Telangana,District_28,Alluvial,7.44,196.53,212.98,296.76
Karnataka,District_22,Alluvial,7.0,478.33,217.63,276.78
Andhra Pradesh,District_3,Alluvial,5.75,457.69,154.35,158.83
Punjab,District_18,Alluvial,7.44,162.08,67.53,321.49
Madhya Pradesh,District_10,Black,5.83,253.54,105.48,375.9
Maharashtra,District_36,Black,8.02,174.54,54.02,56.82
Andhra Pradesh,District_21,Red,5.75,404.94,228.93,118.71
Uttar Pradesh,District_29,Laterite,7.84,195.14,272.15,123.33
Uttar Pradesh,District_34,Alluvial,5.95,132.78,270.45,392.29
Madhya Pradesh,District_41,Alluvial,7.72,448.4,110.42,157.6
Tamil Nadu,District_11,Alluvial,5.57,394.2,101.75,315.56
Andhra Pradesh,District_48,Red,5.84,412.64,165.82,172.26
Telangana,District_14,Red,5.56,410.5,101.23,165.75
Uttar Pradesh,District_45,Black,6.05,301.88,81.73,81.07
Telangana,District_44,Laterite,5.5,378.71,93.31,92.82
Telangana,District_33,Red,5.76,365.75,155.55,307.46
Telangana,District_35,Alluvial,5.58,487.39,163.72,116.41
Maharashtra,District_17,Black,6.8,106.39,215.8,392.06
Uttar Pradesh,District_4,Alluvial,5.97,342.48,291.23,361.23
Karnataka,District_41,Alluvial,6.36,125.54,277.83,241.17
Telangana,District_27,Laterite,6.29,440.75,139.27,352.07
Tamil Nadu,District_20,Alluvial,7.99,187.37,94.3,152.29
Tamil Nadu,District_7,Black,5.99,216.58,290.83,128.25
Uttar Pradesh,District_40,Laterite,7.0,167.6,214.68,309.87
Uttar Pradesh,District_24,Black,5.71,333.51,197.97,218.36
Punjab,District_25,Black,6.73,439.7,181.75,188.82
Madhya Pradesh,District_44,Black,7.91,239.98,135.2,273.87
Telangana,District_49,Red,7.05,115.57,198.5,309.53
Madhya Pradesh,District_12,Alluvial,6.28,239.63,156.9,168.06
Karnataka,District_23,Alluvial,6.72,454.41,180.08,171.13
Tamil Nadu,District_21,Laterite,7.17,349.83,179.65,174.05
Uttar Pradesh,District_41,Black,8.21,310.32,55.09,380.93
Maharashtra,District_5,Alluvial,8.01,157.95,134.62,300.8
Punjab,District_45,Laterite,8.38,324.95,89.44,365.94
Karnataka,District_18,Red,6.04,232.67,269.53,81.23
Punjab,District_47,Black,6.09,438.27,192.68,222.4
Karnataka,District_37,Laterite,5.8,281.49,155.84,353.14
Karnataka,District_16,Laterite,7.03,287.54,214.43,220.66
Tamil Nadu,District_41,Red,6.04,442.04,99.91,338.31
Maharashtra,District_33,Laterite,7.57,334.06,122.11,102.15
Telangana,District_7,Red,8.37,132.46,116.65,281.88
Punjab,District_10,Red,7.2,157.63,200.79,125.61
Tamil Nadu,District_4,Red,7.65,435.3,176.98,252.47
Karnataka,District_20,Alluvial,6.1,383.48,180.56,376.94
Karnataka,District_12,Red,7.95,340.9,291.72,337.51
Karnataka,District_16,Alluvial,8.07,472.25,92.32,352.18
Karnataka,District_18,Black,8.15,409.6,104.96,181.34
Uttar Pradesh,District_3,Black,8.1,411.02,194.28,170.92
Tamil Nadu,District_35,Alluvial,6.43,447.27,177.54,139.52
Andhra Pradesh,District_28,Laterite,7.08,335.14,163.27,153.9
Andhra Pradesh,District_45,Red,6.43,400.9,161.2,289.85
Tamil Nadu,District_7,Laterite,8.14,119.16,205.61,377.53
Madhya Pradesh,District_26,Laterite,8.23,377.28,247.13,325.7
Andhra Pradesh,District_45,Red,7.52,448.0,144.92,121.7
Madhya Pradesh,District_29,Red,6.16,473.18,176.02,124.85
Punjab,District_8,Alluvial,5.84,154.76,233.14,192.36
Tamil Nadu,District_24,Red,8.21,499.51,156.64,396.26
Madhya Pradesh,District_9,Laterite,6.57,354.38,107.68,79.04
Uttar Pradesh,District_2,Alluvial,7.45,208.58,92.22,171.8
Tamil Nadu,District_26,Alluvial,7.95,213.99,67.34,110.93
Tamil Nadu,District_40,Black,7.51,388.89,225.18,102.65
Uttar Pradesh,District_12,Black,8.47,215.68,118.48,339.18
Karnataka,District_20,Black,7.22,266.75,183.66,384.55
Telangana,District_47,Black,7.18,443.5,210.72,211.23
Uttar Pradesh,District_20,Alluvial,7.35,224.0,229.86,138.46
Punjab,District_25,Black,7.1,469.73,60.14,188.39
Madhya Pradesh,District_28,Red,7.83,363.36,118.37,220.41
Punjab,District_20,Alluvial,8.31,166.07,120.48,347.96
Punjab,District_2,Alluvial,8.22,198.62,165.89,194.03
Uttar Pradesh,District_46,Black,6.98,251.16,169.58,127.75
Andhra Pradesh,District_5,Alluvial,8.28,461.03,107.02,201.37
Tamil Nadu,District_34,Red,5.93,326.08,94.13,164.67
Maharashtra,District_23,Red,7.17,118.15,259.26,250.33
Karnataka,District_34,Black,7.03,370.46,174.51,59.58
Maharashtra,District_41,Laterite,6.13,179.67,87.09,202.95
Punjab,District_16,Alluvial,8.45,152.52,166.86,256.7
Andhra Pradesh,District_1,Alluvial,8.38,244.83,253.55,388.6
Andhra Pradesh,District_48,Red,5.51,426.99,130.14,230.77
Maharashtra,District_16,Red,7.11,496.17,94.56,61.54
Tamil Nadu,District_41,Red,5.96,480.08,240.52,223.18
Madhya Pradesh,District_36,Laterite,6.52,140.97,56.86,282.42
Maharashtra,District_19,Alluvial,6.5,292.21,192.43,371.5
Tamil Nadu,District_19,Black,6.53,240.17,227.92,205.7
Karnataka,District_43,Red,7.23,153.37,165.24,204.39
Tamil Nadu,District_39,Laterite,7.04,174.38,56.44,255.9
Uttar Pradesh,District_34,Laterite,6.89,314.62,259.49,73.09
Maharashtra,District_49,Red,7.07,196.91,226.06,57.69
Madhya Pradesh,District_30,Red,7.29,199.5,59.48,140.91
Telangana,District_9,Black,6.26,344.78,160.93,249.91
Uttar Pradesh,District_15,Alluvial,7.95,165.37,130.83,68.45
Karnataka,District_10,Red,7.16,256.58,286.11,381.76
Madhya Pradesh,District_3,Laterite,6.29,190.5,167.29,375.13
Karnataka,District_44,Laterite,6.02,260.1,80.49,305.81
Maharashtra,District_16,Laterite,7.8,211.92,50.2,125.36
Punjab,District_38,Black,7.08,354.68,186.08,378.11
Telangana,District_15,Laterite,6.05,197.99,120.27,396.14
Telangana,District_9,Red,8.02,192.69,127.54,348.72
Punjab,District_3,Alluvial,7.6,140.65,260.75,357.98
Andhra Pradesh,District_50,Black,6.48,148.19,118.96,355.43
Telangana,District_6,Alluvial,6.33,428.85,185.26,93.91
Andhra Pradesh,District_27,Laterite,6.16,396.95,172.43,210.15
Tamil Nadu,District_7,Alluvial,5.71,152.44,128.29,145.87
Madhya Pradesh,District_50,Red,8.33,396.08,196.85,320.92
Tamil Nadu,District_15,Black,8.37,281.81,211.45,96.68
Punjab,District_33,Alluvial,6.71,230.42,117.03,310.72
Madhya Pradesh,District_24,Laterite,5.78,294.6,107.94,233.52
Punjab,District_24,Red,6.52,177.09,125.76,156.43
Tamil Nadu,District_19,Laterite,6.58,184.55,123.43,286.67
Andhra Pradesh,District_23,Red,6.28,309.54,109.84,64.44
Uttar Pradesh,District_28,Black,5.8,390.01,293.2,52.28
Uttar Pradesh,District_46,Red,5.8,415.84,138.71,74.2
Telangana,District_4,Red,8.32,480.88,51.45,231.46
Maharashtra,District_43,Alluvial,7.88,226.12,220.96,365.96
Madhya Pradesh,District_48,Alluvial,6.2,260.84,108.88,219.33
Uttar Pradesh,District_25,Alluvial,7.64,424.32,150.67,320.54
Punjab,District_15,Red,5.67,275.84,227.8,317.4
Karnataka,District_5,Black,6.26,447.75,170.26,338.71
Telangana,District_37,Red,7.57,272.11,228.36,178.14
Madhya Pradesh,District_50,Laterite,7.37,173.59,284.15,85.71
Andhra Pradesh,District_2,Laterite,7.37,163.19,61.04,73.13
Maharashtra,District_42,Black,6.62,415.34,71.92,131.48
Andhra Pradesh,District_21,Black,6.47,316.29,143.9,341.92
Uttar Pradesh,District_12,Black,6.68,337.75,83.93,152.38
