state,district,year,rainfall_mm,avg_temperature_celsius,humidity
Karnataka,District_9,2023,632.19,22.69,78.44
Telangana,District_27,2021,953.55,36.21,85.19
Andhra Pradesh,District_17,2024,1373.1,24.89,75.89
Tamil Nadu,District_41,2014,365.79,31.07,49.73
Uttar Pradesh,District_46,2021,441.62,19.66,79.59
Uttar Pradesh,District_17,2015,309.14,33.79,89.45
Tamil Nadu,District_49,2023,672.18,28.13,74.26
Telangana,District_2,2022,611.09,27.31,52.19
Maharashtra,District_15,2018,1746.37,38.57,40.28
Maharashtra,District_11,2023,614.9,28.81,59.27
Uttar Pradesh,District_37,2022,1424.01,18.37,63.51
Karnataka,District_41,2012,501.21,39.12,85.48
Tamil Nadu,District_9,2024,1309.05,18.27,70.98
Punjab,District_14,2013,1040.55,29.79,54.08
Telangana,District_8,2021,994.74,31.94,74.59
Andhra Pradesh,District_43,2011,1756.16,37.68,44.61
Maharashtra,District_12,2015,585.12,32.94,50.67
Telangana,District_7,2024,1311.87,35.84,77.22
Karnataka,District_3,2022,1697.17,34.94,54.86
Karnataka,District_26,2018,1513.62,22.7,41.56
Punjab,District_3,2021,1971.69,33.41,64.84
Madhya Pradesh,District_46,2011,303.58,32.03,72.9
Tamil Nadu,District_4,2014,1803.41,23.37,79.45
Karnataka,District_32,2019,1342.87,20.82,55.3
Karnataka,District_46,2010,304.22,34.54,61.23
Punjab,District_14,2022,1091.34,39.36,67.83
Madhya Pradesh,District_3,2021,1604.64,34.25,43.73
Punjab,District_13,2022,610.33,34.49,49.88
Maharashtra,District_8,2013,1453.41,21.67,58.46
Maharashtra,District_38,2017,537.44,23.44,53.36
Karnataka,District_2,2012,1665.87,30.89,63.29
Uttar Pradesh,District_38,2013,1266.39,18.69,72.54
Punjab,District_46,2011,357.61,32.69,66.98
Uttar Pradesh,District_31,2018,454.49,21.19,78.71
Tamil Nadu,District_39,2014,1768.57,27.09,71.32
Maharashtra,District_27,2012,356.1,25.04,54.6
Maharashtra,District_17,2020,807.52,20.34,46.0
Punjab,District_35,2020,1263.75,30.73,71.98
Uttar Pradesh,District_46,2019,662.85,25.95,50.6
Karnataka,District_24,2021,681.19,18.97,55.93
Tamil Nadu,District_1,2016,1619.26,27.78,79.76
Uttar Pradesh,District_29,2020,794.69,30.99,51.0
Uttar Pradesh,District_26,2010,365.59,20.87,66.89
Karnataka,District_44,2018,1525.91,30.87,44.74
Andhra Pradesh,District_35,2016,1922.42,24.64,60.83
Andhra Pradesh,District_44,2022,1714.29,23.71,89.01
Uttar Pradesh,District_24,2010,1232.56,35.5,87.72
Punjab,District_46,2013,1022.3,28.29,87.33
Tamil Nadu,District_33,2024,1872.78,26.31,69.76
Andhra Pradesh,District_26,2016,1602.58,35.89,54.73
Punjab,District_37,2013,1270.12,38.03,57.75
Tamil Nadu,District_39,2016,1795.7,24.93,50.3
Andhra Pradesh,District_26,2012,1322.91,19.11,44.88
Telangana,District_38,2013,1954.96,29.9,48.44
Maharashtra,District_50,2021,1759.09,33.73,63.36
Punjab,District_38,2012,1235.76,30.93,41.35
Madhya Pradesh,District_11,2022,1868.82,33.14,86.96
Madhya Pradesh,District_29,2013,882.15,32.23,68.08
Uttar Pradesh,District_29,2021,1491.58,39.03,48.68
Madhya Pradesh,District_3,2019,591.17,37.05,60.82
Karnataka,District_9,2022,1822.12,20.9,58.81
Tamil Nadu,District_35,2012,721.69,27.96,81.77
Andhra Pradesh,District_6,2019,1913.36,28.0,46.02
Uttar Pradesh,District_9,2023,328.89,28.04,61.49
Madhya Pradesh,District_8,2019,1459.12,38.48,75.57
Madhya Pradesh,District_27,2014,555.1,25.2,58.66
Telangana,District_34,2013,1610.38,31.51,57.88
Andhra Pradesh,District_24,2012,1136.24,37.72,57.02
Telangana,District_48,2014,1846.41,19.11,78.1
Karnataka,District_5,2019,1515.62,37.33,45.97
Maharashtra,District_10,2018,1606.05,34.83,82.84
Madhya Pradesh,District_20,2020,504.81,22.57,43.54
Uttar Pradesh,District_22,2010,464.15,25.16,55.95
Maharashtra,District_12,2023,1745.95,24.83,59.45
Telangana,District_44,2023,683.82,22.87,59.68
Madhya Pradesh,District_29,2013,1773.8,32.05,49.38
Punjab,District_31,2022,542.31,39.62,70.16
Madhya Pradesh,District_6,2016,824.37,21.67,62.68
Uttar Pradesh,District_46,2013,1878.86,23.11,68.38
Andhra Pradesh,District_7,2017,1727.52,24.39,70.75
Madhya Pradesh,District_33,2024,392.21,38.63,49.57
Maharashtra,District_46,2016,1061.77,31.77,86.01
Andhra Pradesh,District_15,2014,1846.78,22.68,81.5
Madhya Pradesh,District_13,2019,325.09,35.69,81.42
Tamil Nadu,District_24,2013,482.44,38.3,66.58
Madhya Pradesh,District_30,2017,1396.83,26.88,81.0
Madhya Pradesh,District_33,2010,478.47,21.8,71.37
Andhra Pradesh,District_20,2011,1063.03,24.82,62.53
Punjab,District_19,2014,1163.3,22.78,77.62
Tamil Nadu,District_19,2019,1762.43,22.43,70.0
Tamil Nadu,District_38,2016,1927.56,21.76,40.1
Maharashtra,District_24,2018,1170.79,37.27,89.85
Tamil Nadu,District_5,2012,1167.61,19.89,61.49
Madhya Pradesh,District_22,2014,1535.55,27.09,68.59
Madhya Pradesh,District_22,2020,627.26,18.32,60.3
Andhra Pradesh,District_28,2011,1899.46,24.45,45.02
Uttar Pradesh,District_17,2015,302.04,33.55,81.7
Karnataka,District_31,2015,303.05,22.46,74.13
Punjab,District_47,2013,1363.63,39.97,81.43
Andhra Pradesh,District_7,2023,880.52,19.06,64.2
Telangana,District_17,2022,976.8,21.0,79.59
Uttar Pradesh,District_12,2011,676.44,35.31,79.89
Telangana,District_7,2024,993.26,39.47,56.81
Andhra Pradesh,District_29,2017,1707.57,38.99,40.2
Telangana,District_45,2017,1488.72,35.56,82.99
Karnataka,District_8,2024,460.91,39.41,49.23
Telangana,District_4,2022,396.36,36.5,83.44
Maharashtra,District_40,2010,1160.53,19.28,70.91
Uttar Pradesh,District_16,2011,1541.27,36.6,71.74
Uttar Pradesh,District_16,2013,1429.63,28.64,52.36
Madhya Pradesh,District_22,2022,1768.99,28.05,60.13
Uttar Pradesh,District_11,2023,526.55,18.06,55.6
Karnataka,District_41,2021,1329.78,31.65,49.52
Uttar Pradesh,District_11,2021,1602.22,32.78,76.23
Maharashtra,District_5,2010,1894.33,35.4,44.79
Maharashtra,District_42,2015,471.5,25.17,65.6
Madhya Pradesh,District_38,2020,707.39,20.82,66.8
Uttar Pradesh,District_48,2011,902.81,27.68,87.77
Karnataka,District_12,2012,1219.28,25.97,83.47
Madhya Pradesh,District_40,2020,994.64,34.57,64.58
Madhya Pradesh,District_25,2018,1763.9,23.05,82.21
Punjab,District_45,2016,1915.9,21.04,79.53
Maharashtra,District_13,2013,419.13,27.68,41.39
Madhya Pradesh,District_48,2021,1489.46,31.82,86.11
Telangana,District_26,2019,494.26,24.18,74.4
Andhra Pradesh,District_11,2010,1826.52,20.52,73.6
Karnataka,District_40,2022,541.57,27.66,75.67
Madhya Pradesh,District_23,2013,1985.57,39.16,51.24
Uttar Pradesh,District_13,2019,1027.18,39.28,41.46
Madhya Pradesh,District_33,2022,949.29,33.59,51.59
Andhra Pradesh,District_28,2015,1296.68,35.1,79.73
Karnataka,District_4,2017,970.41,22.48,69.87
Karnataka,District_28,2020,698.98,26.24,58.06
Maharashtra,District_34,2018,1369.54,31.3,52.08
Madhya Pradesh,District_10,2024,1538.22,34.51,79.99
Andhra Pradesh,District_49,2022,1907.05,21.67,62.89
Punjab,District_8,2013,995.5,28.07,70.59
Uttar Pradesh,District_9,2015,1499.81,21.58,40.63
Telangana,District_18,2011,1717.13,31.93,61.5
Andhra Pradesh,District_2,2011,1713.35,34.99,40.77
Karnataka,District_18,2015,358.26,36.33,79.37
Telangana,District_40,2018,904.69,34.11,52.46
Maharashtra,District_2,2012,322.81,21.5,48.36
Telangana,District_22,2013,1250.44,36.23,86.32
Madhya Pradesh,District_16,2020,1770.65,25.36,40.9
Telangana,District_37,2018,1685.36,36.39,49.89
Andhra Pradesh,District_32,2018,1679.12,23.52,52.02
Karnataka,District_10,2020,898.12,28.47,81.14
Karnataka,District_41,2024,378.76,30.68,75.5
Karnataka,District_34,2022,593.11,18.76,88.37
Tamil Nadu,District_48,2014,1440.18,37.88,74.74
Maharashtra,District_16,2018,527.53,29.25,51.82
Andhra Pradesh,District_49,2014,513.06,22.22,48.34
Madhya Pradesh,District_34,2014,901.25,21.54,77.77
Karnataka,District_37,2016,460.71,33.1,85.05
Telangana,District_40,2024,860.63,19.8,85.58
Tamil Nadu,District_34,2015,1948.48,27.68,78.55
Maharashtra,District_44,2019,333.92,29.89,79.72
Karnataka,District_13,2020,1711.92,23.13,73.12
Tamil Nadu,District_48,2016,1989.16,20.84,76.79
Madhya Pradesh,District_37,2019,1041.89,28.8,45.8
Uttar Pradesh,District_12,2011,1903.19,25.49,56.46
Maharashtra,District_15,2023,743.95,21.09,62.9
Punjab,District_30,2018,1969.91,22.63,73.22
Punjab,District_31,2015,1764.64,28.36,60.88
Telangana,District_29,2018,1803.99,20.93,58.75
Uttar Pradesh,District_34,2010,521.68,38.59,68.18
Tamil Nadu,District_32,2011,1779.11,35.06,59.72
Andhra Pradesh,District_44,2016,1901.1,25.16,43.63
Uttar Pradesh,District_23,2021,1692.38,23.68,88.47
Maharashtra,District_10,2011,455.32,37.23,86.31
Tamil Nadu,District_8,2015,444.12,27.39,41.95
Madhya Pradesh,District_21,2011,907.93,36.98,66.46
Tamil Nadu,District_11,2023,1498.37,34.33,75.64
Maharashtra,District_12,2019,321.17,20.03,70.49
Tamil Nadu,District_49,2014,1916.1,35.9,57.67
Tamil Nadu,District_39,2015,1193.26,29.88,80.16
Maharashtra,District_47,2016,909.23,32.91,70.74
Madhya Pradesh,District_19,2024,1254.09,22.82,51.95
Uttar Pradesh,District_34,2022,1516.84,18.01,70.56
Telangana,District_38,2010,764.57,25.34,53.73
Punjab,District_34,2011,794.91,22.19,69.79
Andhra Pradesh,District_46,2011,1095.9,27.57,78.22
Maharashtra,District_26,2010,1438.88,20.0,55.13
Karnataka,District_40,2012,1500.83,37.69,54.13
Tamil Nadu,District_16,2021,850.9,20.61,76.34
Uttar Pradesh,District_19,2015,848.24,34.81,65.42
Andhra Pradesh,District_50,2021,1128.08,38.67,46.94
Andhra Pradesh,District_29,2020,1221.27,21.26,67.28
Maharashtra,District_45,2018,1404.0,25.62,73.16
Karnataka,District_38,2012,1350.11,34.08,64.57
Karnataka,District_36,2021,933.28,33.72,71.21
Telangana,District_21,2024,804.71,18.82,58.24
Karnataka,District_10,2012,823.47,19.56,83.89
Punjab,District_47,2011,1397.18,20.64,52.0
Maharashtra,District_23,2022,1036.35,30.5,54.07
Andhra Pradesh,District_44,2011,528.39,19.21,78.68
Andhra Pradesh,District_44,2016,310.07,30.95,42.89
Karnataka,District_7,2013,350.45,25.53,89.37
Tamil Nadu,District_38,2015,1774.78,32.73,71.45
Uttar Pradesh,District_5,2017,1078.31,35.2,80.37
Madhya Pradesh,District_19,2023,1417.63,35.41,69.2
Madhya Pradesh,District_46,2023,1879.36,18.83,79.32
Punjab,District_33,2014,514.68,38.84,61.71
Uttar Pradesh,District_24,2022,1060.95,30.91,68.84
Telangana,District_43,2012,1216.41,37.71,73.1
Karnataka,District_23,2011,1730.61,31.53,85.1
Punjab,District_22,2024,1989.32,28.65,41.74
Maharashtra,District_36,2015,1509.85,34.05,45.45
Telangana,District_46,2020,1391.12,22.83,74.53
Madhya Pradesh,District_21,2021,1864.53,20.27,57.22
Punjab,District_18,2017,1723.55,19.99,73.89
Madhya Pradesh,District_38,2022,1770.58,36.68,51.39
Karnataka,District_27,2020,304.6,38.07,71.41
Telangana,District_37,2022,1174.53,35.92,63.91
Tamil Nadu,District_49,2019,1630.64,37.9,46.15
Maharashtra,District_25,2023,608.48,39.67,86.47
Karnataka,District_39,2013,1577.47,29.57,79.61
Andhra Pradesh,District_30,2011,315.57,21.39,79.05
Maharashtra,District_43,2012,1277.78,31.37,74.85
Tamil Nadu,District_14,2012,1747.26,25.79,41.07
Punjab,District_34,2024,1033.29,25.62,65.23
Madhya Pradesh,District_32,2018,1557.07,34.01,77.55
Tamil Nadu,District_31,2019,1201.68,19.99,50.84
Andhra Pradesh,District_49,2013,1400.39,18.83,70.76
Uttar Pradesh,District_2,2015,1178.34,33.3,86.47
Maharashtra,District_47,2022,1108.92,23.74,77.65
Karnataka,District_39,2018,1730.77,26.48,67.38
Andhra Pradesh,District_35,2021,457.66,24.77,55.5
Madhya Pradesh,District_23,2023,1293.91,31.53,71.83
Uttar Pradesh,District_6,2019,495.18,21.4,75.72
Karnataka,District_21,2017,1256.77,33.85,71.89
Telangana,District_26,2022,1938.11,38.35,77.77
Karnataka,District_30,2021,397.07,36.39,53.96
Telangana,District_41,2018,1017.41,37.95,65.39
Karnataka,District_42,2015,1663.35,38.62,67.43
Madhya Pradesh,District_30,2023,928.48,26.19,44.49
Telangana,District_8,2022,1184.54,35.51,48.83
Maharashtra,District_39,2011,495.0,28.89,55.33
Madhya Pradesh,District_33,2014,679.22,23.94,42.39
Uttar Pradesh,District_10,2019,1466.92,34.43,51.68
Tamil Nadu,District_18,2012,1708.6,23.37,66.11
Maharashtra,District_48,2012,1398.98,20.41,67.09
Andhra Pradesh,District_36,2019,1722.77,33.5,52.47
Maharashtra,District_41,2021,1329.62,24.33,87.32
Maharashtra,District_50,2010,1677.35,24.73,63.36
Tamil Nadu,District_11,2020,1970.91,37.38,71.86
Punjab,District_44,2013,440.8,20.98,41.52
Maharashtra,District_8,2022,1115.4,34.83,59.96
Andhra Pradesh,District_1,2016,622.82,26.5,67.11
Maharashtra,District_8,2012,1090.89,37.65,55.61
Maharashtra,District_5,2016,1149.3,27.69,48.57
Maharashtra,District_1,2015,1357.27,27.0,50.06
Uttar Pradesh,District_3,2023,1046.81,27.46,63.33
Madhya Pradesh,District_27,2021,852.01,36.43,43.55
Maharashtra,District_45,2010,373.39,18.23,51.72
Tamil Nadu,District_48,2023,359.15,33.51,75.98
Uttar Pradesh,District_23,2014,597.51,22.52,50.74
Tamil Nadu,District_44,2020,1063.28,37.41,45.85
Andhra Pradesh,District_39,2015,1009.78,26.27,44.19
Punjab,District_40,2020,624.18,25.46,89.44
Andhra Pradesh,District_11,2018,1697.98,33.68,44.34
Andhra Pradesh,District_45,2019,1461.94,33.89,61.67
Punjab,District_11,2015,883.38,31.94,65.55
Maharashtra,District_36,2020,1654.84,25.26,88.23
Madhya Pradesh,District_38,2017,1981.72,31.43,84.55
Punjab,District_31,2011,716.57,19.19,51.88
Karnataka,District_24,2010,916.4,39.01,44.24
Uttar Pradesh,District_19,2023,1987.93,27.96,61.9
Maharashtra,District_32,2024,534.4,24.7,45.05
Madhya Pradesh,District_40,2010,431.22,36.94,83.56
Karnataka,District_38,2023,1185.68,25.13,75.19
Andhra Pradesh,District_17,2016,1096.33,39.94,87.19
Maharashtra,District_50,2024,433.09,33.19,68.47
Punjab,District_35,2024,793.06,32.29,58.22
Punjab,District_12,2024,1012.19,21.34,65.03
Uttar Pradesh,District_15,2017,1697.76,31.42,48.04
Madhya Pradesh,District_39,2017,1503.33,21.41,63.15
Madhya Pradesh,District_13,2021,1854.7,35.24,89.94
Punjab,District_30,2012,865.25,21.04,74.53
Madhya Pradesh,District_42,2014,825.94,25.89,43.12
Punjab,District_19,2024,1087.41,28.49,76.28
Andhra Pradesh,District_9,2016,312.8,35.71,45.03
Tamil Nadu,District_28,2023,652.44,31.92,59.53
Andhra Pradesh,District_44,2022,659.5,34.46,79.31
Maharashtra,District_43,2024,403.85,23.37,46.4
Madhya Pradesh,District_25,2023,1073.72,23.22,54.64
Tamil Nadu,District_40,2018,1839.38,26.37,49.76
Punjab,District_41,2014,306.85,18.41,83.5
Tamil Nadu,District_4,2024,1368.3,36.28,47.4
Karnataka,District_37,2022,1794.87,26.14,66.79
Telangana,District_7,2023,482.79,19.49,53.77
Tamil Nadu,District_41,2022,1859.34,37.19,65.36
Madhya Pradesh,District_4,2024,1691.49,39.29,48.37
Telangana,District_23,2013,664.77,32.22,77.88
Andhra Pradesh,District_44,2024,1839.08,25.84,72.16
Andhra Pradesh,District_44,2013,1666.83,27.1,42.17
Madhya Pradesh,District_6,2015,489.36,23.64,87.38
Tamil Nadu,District_45,2018,1712.02,33.65,84.65
Karnataka,District_9,2023,1221.71,25.83,54.89
Andhra Pradesh,District_9,2022,1687.13,18.71,54.59
Telangana,District_21,2010,1350.03,19.02,64.96
Tamil Nadu,District_3,2010,966.16,31.52,70.96
Uttar Pradesh,District_13,2010,1321.94,24.39,54.55
Tamil Nadu,District_38,2013,1381.51,21.71,79.77
Karnataka,District_18,2024,1602.55,30.15,43.92
Tamil Nadu,District_46,2013,1712.16,24.13,59.89
Maharashtra,District_31,2020,1427.46,19.61,67.79
Telangana,District_29,2017,1982.4,22.26,79.98
Uttar Pradesh,District_2,2023,1623.54,35.11,83.59
Punjab,District_31,2014,1848.3,36.74,52.22
Uttar Pradesh,District_38,2023,843.14,37.19,52.05
Maharashtra,District_7,2019,837.59,29.77,58.41
Maharashtra,District_40,2013,915.97,38.92,61.38
Telangana,District_10,2017,1047.52,21.34,82.42
Tamil Nadu,District_13,2016,1934.38,32.92,40.38
Madhya Pradesh,District_1,2023,425.0,33.49,74.25
Tamil Nadu,District_37,2015,1147.35,19.17,51.0
Maharashtra,District_25,2011,573.97,24.21,84.12
Punjab,District_30,2014,1678.52,38.88,55.87
Telangana,District_2,2022,352.95,34.7,66.88
Andhra Pradesh,District_36,2021,1073.75,19.2,56.45
Telangana,District_24,2011,971.06,29.9,61.26
Punjab,District_12,2015,456.71,32.27,66.11
Maharashtra,District_5,2018,940.42,39.41,77.38
Telangana,District_15,2018,1675.35,33.76,46.04
Telangana,District_42,2015,533.71,32.05,57.61
Uttar Pradesh,District_49,2013,1971.96,37.99,71.98
Andhra Pradesh,District_46,2019,399.37,32.54,69.44
Karnataka,District_7,2021,791.47,38.51,79.04
Karnataka,District_2,2018,1617.33,28.84,84.45
Madhya Pradesh,District_3,2014,907.79,33.81,44.7
Andhra Pradesh,District_4,2017,1116.6,31.9,75.69
Telangana,District_48,2021,617.32,30.16,54.2
Maharashtra,District_16,2018,1516.34,25.13,64.07
Andhra Pradesh,District_27,2014,605.22,37.88,71.39
Karnataka,District_22,2015,1742.84,23.94,47.53
Punjab,District_3,2013,1217.15,21.51,57.33
Madhya Pradesh,District_49,2021,1231.87,33.67,88.8
Karnataka,District_17,2010,1886.97,30.02,46.81
Madhya Pradesh,District_22,2010,1614.1,23.78,44.17
Andhra Pradesh,District_7,2014,1563.34,37.15,81.84
Telangana,District_30,2012,1758.67,24.3,61.53
Madhya Pradesh,District_8,2016,456.09,19.4,73.74
Tamil Nadu,District_19,2022,1534.28,18.34,55.29
Maharashtra,District_7,2013,696.45,38.3,49.92
Uttar Pradesh,District_1,2013,777.61,26.85,50.62
Tamil Nadu,District_16,2013,325.75,22.7,49.78
Maharashtra,District_50,2015,1819.33,30.48,52.35
Madhya Pradesh,District_40,2018,1556.49,28.73,51.06
Tamil Nadu,District_31,2021,536.79,40.0,80.68
Tamil Nadu,District_39,2021,857.47,37.55,66.66
Maharashtra,District_27,2022,1115.89,23.96,54.83
Punjab,District_10,2018,1139.65,33.35,57.25
Maharashtra,District_34,2022,1312.61,26.52,87.89
Karnataka,District_47,2020,1102.71,26.02,49.19
Telangana,District_14,2014,1402.7,26.08,84.34
Telangana,District_2,2022,1802.58,32.06,76.84
Karnataka,District_39,2020,976.72,29.84,70.67
Punjab,District_22,2022,1790.41,34.61,71.2
Tamil Nadu,District_26,2017,673.34,21.37,61.15
Punjab,District_44,2013,506.35,27.36,61.94
Punjab,District_5,2021,706.98,36.93,79.8
Maharashtra,District_38,2017,651.21,18.07,80.54
Andhra Pradesh,District_16,2019,1974.63,31.72,68.56
Madhya Pradesh,District_12,2024,947.79,35.29,78.43
Tamil Nadu,District_41,2018,1407.5,26.44,80.5
Telangana,District_44,2021,1483.29,37.44,56.61
Maharashtra,District_42,2017,1056.85,34.19,71.17
Madhya Pradesh,District_17,2017,680.07,31.33,61.79
Karnataka,District_25,2023,1044.77,22.36,44.91
Punjab,District_24,2018,1105.39,32.74,72.42
Tamil Nadu,District_11,2022,1921.81,36.34,69.37
Uttar Pradesh,District_18,2019,1266.66,34.06,45.13
Andhra Pradesh,District_36,2023,1948.78,30.65,43.54
Tamil Nadu,District_3,2017,1280.41,33.72,52.48
Karnataka,District_19,2013,546.5,39.49,81.67
Andhra Pradesh,District_6,2023,953.44,18.24,43.18
Tamil Nadu,District_23,2014,1646.93,32.61,63.02
Karnataka,District_40,2019,1016.76,35.45,48.95
Madhya Pradesh,District_7,2015,469.55,32.06,52.68
Tamil Nadu,District_47,2014,463.33,24.01,78.5
Madhya Pradesh,District_44,2018,703.01,36.1,82.53
Uttar Pradesh,District_47,2022,1260.11,38.09,69.01
Maharashtra,District_9,2022,1711.26,33.04,83.16
Tamil Nadu,District_2,2024,1207.31,29.24,82.84
Punjab,District_47,2022,1568.34,26.06,51.08
Karnataka,District_50,2011,1397.51,25.26,72.25
Telangana,District_45,2015,1190.97,33.91,78.92
Madhya Pradesh,District_48,2022,665.17,31.36,68.05
Karnataka,District_47,2019,1801.39,21.45,80.29
Tamil Nadu,District_11,2011,768.72,21.1,71.44
Maharashtra,District_3,2020,729.79,19.56,54.22
Telangana,District_42,2024,738.26,33.04,74.28
Uttar Pradesh,District_49,2017,462.67,24.92,69.4
Uttar Pradesh,District_30,2017,1147.71,18.45,71.25
Punjab,District_8,2014,856.8,25.43,44.77
Karnataka,District_37,2024,1187.3,36.31,46.29
Telangana,District_21,2021,1070.3,23.45,80.73
Maharashtra,District_8,2019,1183.65,31.94,61.56
Punjab,District_47,2017,806.01,27.67,50.76
Andhra Pradesh,District_11,2014,1685.73,30.08,44.63
Madhya Pradesh,District_41,2013,1208.13,31.11,53.15
Madhya Pradesh,District_34,2018,654.34,28.01,54.76
Telangana,District_39,2017,1833.07,19.27,89.15
Karnataka,District_16,2013,486.07,30.49,81.73
Madhya Pradesh,District_7,2011,1546.84,26.75,43.92
Maharashtra,District_4,2011,1453.36,22.4,77.42
Uttar Pradesh,District_32,2011,423.86,37.72,68.2
Madhya Pradesh,District_37,2023,1832.56,34.19,51.42
Karnataka,District_46,2020,837.73,24.25,77.33
Maharashtra,District_22,2021,1559.52,29.86,41.51
Karnataka,District_7,2023,770.9,39.19,76.58
Madhya Pradesh,District_13,2022,1193.68,23.4,84.76
Uttar Pradesh,District_18,2024,1952.97,38.84,84.13
Maharashtra,District_42,2022,1338.32,33.03,78.62
Uttar Pradesh,District_34,2019,803.75,29.9,86.74
Tamil Nadu,District_13,2021,1079.24,39.63,75.37
Uttar Pradesh,District_34,2017,1449.27,25.34,74.34
Karnataka,District_29,2015,1056.82,24.12,41.31
Maharashtra,District_47,2010,1848.27,25.47,48.71
Andhra Pradesh,District_5,2021,1774.68,34.52,79.07
Uttar Pradesh,District_31,2022,549.58,25.41,89.88
Maharashtra,District_11,2019,1634.4,20.26,76.0
Andhra Pradesh,District_38,2013,1902.11,32.17,68.99
Punjab,District_47,2012,838.74,22.91,49.17
Telangana,District_4,2019,704.97,18.09,87.4
Maharashtra,District_7,2020,316.3,22.38,72.49
Telangana,District_23,2023,496.62,36.02,64.45
